Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Release_Type,Usage_Location,Usage_Line,Usage_Context,Usage_Type
org.scala-lang:scala-reflect,2.11.12,2.11.11,scala.reflect.io.JavaToolsPlatformArchive,path,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\wcm\comparisons\impl\PageCompareDataLineImpl.java,46,path,FieldAccessExpr
org.osgi:osgi.annotation,8.0.1,8.1.0,org.osgi.annotation.bundle.Requirement$Resolution,values,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.osgi:org.osgi.service.component.annotations,MINOR,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\wcm\comparisons\impl\lines\Stepper.java,37,values,FieldAccessExpr
biz.aQute.bnd:biz.aQute.bnd.annotation,6.4.0,6.4.1,aQute.bnd.annotation.component.Component,factory,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,biz.aQute.bnd:biz.aQute.bnd.annotation,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\twitter\impl\TwitterAdapterFactory.java,44,factory,FieldAccessExpr
biz.aQute.bnd:biz.aQute.bnd.annotation,6.4.0,6.4.1,aQute.bnd.annotation.component.Component,properties,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,biz.aQute.bnd:biz.aQute.bnd.annotation,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\workflow\bulk\execution\model\Workspace.java,143,properties,FieldAccessExpr
biz.aQute.bnd:biz.aQute.bnd.annotation,6.4.0,6.4.1,aQute.bnd.annotation.component.Reference,name,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,biz.aQute.bnd:biz.aQute.bnd.annotation,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\wcm\ComponentEditType.java,137,name,FieldAccessExpr
biz.aQute.bnd:biz.aQute.bnd.annotation,6.4.0,6.4.1,aQute.bnd.annotation.component.Reference,target,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,biz.aQute.bnd:biz.aQute.bnd.annotation,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\redirectmaps\models\MapEntry.java,37,target,FieldAccessExpr
biz.aQute.bnd:biz.aQute.bnd.annotation,6.4.0,6.4.1,aQute.bnd.annotation.component.Component,enabled,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,biz.aQute.bnd:biz.aQute.bnd.annotation,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\errorpagehandler\impl\ErrorPageHandlerImpl.java,952,enabled,FieldAccessExpr
biz.aQute.bnd:biz.aQute.bnd.annotation,6.4.0,6.4.1,aQute.bnd.annotation.component.Reference,multiple,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,biz.aQute.bnd:biz.aQute.bnd.annotation,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\mcp\form\AutocompleteComponent.java,133,multiple,FieldAccessExpr
biz.aQute.bnd:biz.aQute.bnd.annotation,6.4.0,6.4.1,aQute.bnd.annotation.component.Reference,type,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,biz.aQute.bnd:biz.aQute.bnd.annotation,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\version\impl\EvolutionEntryImpl.java,67,type,FieldAccessExpr
biz.aQute.bnd:biz.aQute.bnd.annotation,6.4.0,6.4.1,aQute.bnd.annotation.Resolution,values,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,biz.aQute.bnd:biz.aQute.bnd.annotation,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\wcm\comparisons\impl\lines\Stepper.java,37,values,FieldAccessExpr
biz.aQute.bnd:biz.aQute.bnd.annotation,6.4.0,6.4.1,aQute.bnd.annotation.component.Component,immediate,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,biz.aQute.bnd:biz.aQute.bnd.annotation,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\oak\impl\EnsureOakIndex.java,202,immediate,FieldAccessExpr
ch.qos.logback:logback-classic,1.2.13,1.3.0,ch.qos.logback.classic.db.names.TableName,values,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,ch.qos.logback:logback-classic,MINOR,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\wcm\comparisons\impl\lines\Stepper.java,37,values,FieldAccessExpr
org.bouncycastle:bcprov-jdk18on,1.79,1.80,org.bouncycastle.jcajce.provider.asymmetric.compositesignatures.CompositeSignaturesConstants$CompositeName,values,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.apache.poi:poi-ooxml,MINOR,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\wcm\comparisons\impl\lines\Stepper.java,37,values,FieldAccessExpr
org.apache.commons:commons-lang3,3.14.0,3.18.0,org.apache.commons.lang3.StringUtils,toString,METHOD_CHANGE,METHOD_NO_LONGER_THROWS_CHECKED_EXCEPTION,true,false,true,2,com.github.jknack:handlebars,MINOR,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\workflow\synthetic\impl\SyntheticWorkflowModelImpl.java,85,org.apache.commons.lang3.StringUtils.isNotBlank(java.lang.CharSequence),MethodCallExpr
org.checkerframework:checker-qual,3.10.0,3.19.0,org.checkerframework.common.initializedfields.qual.EnsuresInitializedFields,value,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED,false,false,true,2,com.github.ben-manes.caffeine:caffeine,MINOR,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\wcm\datasources\DataSourceOption.java,44,value,FieldAccessExpr
org.junit.platform:junit-platform-commons,1.11.4,1.13.4,org.junit.platform.commons.util.ClassFilter,test,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mockito:mockito-junit-jupiter,MINOR,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\mcp\impl\processes\TreeReplication.java,71,test,FieldAccessExpr
org.bouncycastle:bcprov-jdk18on,1.71,1.72,org.bouncycastle.pqc.crypto.gmss.Treehash,update,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mock-server:mockserver-junit-rule,MINOR,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\mcp\impl\processes\DataImporter.java,244,update,FieldAccessExpr
org.slf4j:slf4j-jdk14,1.7.36,2.0.6,org.slf4j.impl.JDK14LoggerAdapter,error,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.mock-server:mockserver-junit-rule,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\replication\impl\ReplicateVersionImpl.java,148,error,FieldAccessExpr
com.nimbusds:nimbus-jose-jwt,9.24.2,9.28,com.nimbusds.jose.shaded.gson.internal.UnsafeAllocator,create,METHOD_CHANGE,METHOD_LESS_ACCESSIBLE,false,false,true,2,org.mock-server:mockserver-junit-rule,MINOR,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\mcp\impl\processes\DataImporter.java,441,create,FieldAccessExpr
org.jacoco:org.jacoco.agent,0.8.12,0.8.13,org.jacoco.agent.rt.internal_aeaf9ab.asm.tree.InsnList,iterator,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,org.jacoco:org.jacoco.agent,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\indesign\dynamicdeckdynamo\utils\XMLResourceIterator.java,55,iterator,FieldAccessExpr
org.jacoco:org.jacoco.agent,0.8.12,0.8.13,org.jacoco.agent.rt.internal_aeaf9ab.core.runtime.AgentOptions$OutputMode,values,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,org.jacoco:org.jacoco.agent,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\wcm\comparisons\impl\lines\Stepper.java,37,values,FieldAccessExpr
org.jacoco:org.jacoco.agent,0.8.12,0.8.13,org.jacoco.agent.rt.internal_aeaf9ab.asm.tree.InsnList,size,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,org.jacoco:org.jacoco.agent,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\mcp\form\AbstractGroupingContainerComponent.java,134,size,FieldAccessExpr
com.typesafe.akka:akka-stream_2.11,2.5.11,2.5.31,akka.stream.scaladsl.FlowOps,throttle,METHOD_CHANGE,METHOD_ADDED_TO_INTERFACE,true,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\workflow\bulk\execution\model\Config.java,192,throttle,FieldAccessExpr
com.typesafe.akka:akka-stream_2.11,2.5.11,2.5.31,akka.stream.impl.io.ConnectionSourceStage,options,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\mcp\form\AutocompleteComponent.java,203,options,FieldAccessExpr
com.typesafe.akka:akka-stream_2.11,2.5.11,2.5.31,akka.stream.impl.VirtualProcessor$Both$,create,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\mcp\impl\processes\DataImporter.java,441,create,FieldAccessExpr
com.typesafe.akka:akka-stream_2.11,2.5.11,2.5.31,akka.stream.impl.RsSubscriptionToJavaFlowAdapter,request,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\wcm\notifications\impl\SystemNotificationsImpl.java,330,request,FieldAccessExpr
com.typesafe.akka:akka-actor_2.11,2.5.11,2.5.31,akka.actor.TimerSchedulerImpl$TimerMsg,key,METHOD_CHANGE,METHOD_NOW_ABSTRACT,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\indesign\dynamicdeckdynamo\utils\XMLResourceIterator.java,47,key,FieldAccessExpr
com.typesafe.akka:akka-stream_2.11,2.5.11,2.5.31,akka.stream.impl.ActorRefSourceActor$,props,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\genericlists\impl\GenericListImpl.java,55,props,FieldAccessExpr
org.scala-lang:scala-reflect,2.11.12,2.11.11,scala.reflect.io.JavaToolsPlatformArchive,iterator,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\indesign\dynamicdeckdynamo\utils\XMLResourceIterator.java,55,iterator,FieldAccessExpr
com.typesafe.akka:akka-stream_2.11,2.5.11,2.5.31,akka.stream.impl.JavaFlowAndRsConverters$Implicits$RsSubscriptionConverter,s,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\throttling\RequestThrottler.java,171,s,NameExpr
com.typesafe.akka:akka-stream_2.11,2.5.11,2.5.31,akka.stream.impl.RsSubscriptionToJavaFlowAdapter,delegate,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\rewriter\DelegatingTransformer.java,36,delegate,FieldAccessExpr
com.typesafe.akka:akka-actor_2.11,2.5.11,2.5.31,akka.io.SimpleDnsCache$ExpiryEntry,name,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\wcm\ComponentEditType.java,137,name,FieldAccessExpr
com.typesafe.akka:akka-stream_2.11,2.5.11,2.5.31,akka.stream.impl.ReducerState,update,METHOD_CHANGE,METHOD_NOW_ABSTRACT,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\mcp\impl\processes\DataImporter.java,244,update,FieldAccessExpr
com.typesafe.akka:akka-stream_2.11,2.5.11,2.5.31,akka.stream.impl.ActorRefSource,attributes,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\rewriter\impl\StaticReferenceRewriteTransformerFactory.java,274,attributes,FieldAccessExpr
org.scala-lang:scala-reflect,2.11.12,2.11.11,scala.reflect.io.JavaToolsPlatformArchive$$anonfun$iterator$2$FileEntry$4,lastModified,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\contentsync\impl\LastModifiedStrategy.java,325,lastModified,FieldAccessExpr
org.scala-lang:scala-reflect,2.11.12,2.11.11,scala.reflect.io.JavaToolsPlatformArchive,path,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,io.findify:s3mock_2.11,PATCH,C:\Users\tyin363\Documents\repos\Adobe-Consulting-Services__acs-aem-commons\bundle\src\main\java\com\adobe\acs\commons\wcm\comparisons\impl\PageCompareDataLineImpl.java,46,path,FieldAccessExpr
