library_name,version_selected,conflicting_version,project,conflict_type
org.checkerframework:checker-compat-qual,2.5.5,2.5.3,1,omitted_conflict
org.bouncycastle:bcprov-jdk18on,1.80,1.72,1,omitted_conflict
org.bouncycastle:bcprov-jdk18on,1.78.1,1.76,1,omitted_conflict
org.codehaus.plexus:plexus-component-annotations,2.2.0,2.1.0,1,omitted_conflict
org.bouncycastle:bcprov-jdk15on,1.68,1.64,1,omitted_conflict
org.bouncycastle:bcpkix-jdk18on,1.78.1,1.80,1,omitted_conflict
org.bouncycastle:bcpkix-jdk15on,1.68,1.64,1,omitted_conflict
org.awaitility:awaitility,4.3.0,4.2.2,1,version_managed
org.awaitility:awaitility,4.2.2,4.3.0,1,version_managed
org.awaitility:awaitility,4.2.2,4.2.0,1,version_managed
org.assertj:assertj-core,3.25.3,3.26.3,1,omitted_conflict
org.apache.httpcomponents:httpasyncclient,4.1.5,4.1.3,1,version_managed
org.assertj:assertj-core,3.25.3,3.18.1,1,omitted_conflict
org.apiguardian:apiguardian-api,1.1.2,1.1.1,1,omitted_conflict
org.checkerframework:checker-qual,3.33.0,3.5.0,1,omitted_conflict
org.checkerframework:checker-qual,3.37.0,3.42.0,1,omitted_conflict
org.checkerframework:checker-qual,3.37.0,3.43.0,1,omitted_conflict
org.checkerframework:checker-qual,3.42.0,3.12.0,1,omitted_conflict
org.springframework:spring-expression,6.2.5,6.2.4,1,version_managed
org.codehaus.plexus:plexus-classworlds,2.6.0,2.8.0,1,version_managed
org.codehaus.plexus:plexus-cipher,2.0,2.1.0,1,version_managed
org.codehaus.mojo:animal-sniffer-annotations,1.21,1.24,1,omitted_conflict
org.codehaus.janino:janino,3.1.12,3.1.9,1,version_managed
org.codehaus.janino:janino,3.1.10,3.1.9,1,version_managed
org.codehaus.janino:commons-compiler,3.1.12,3.1.9,1,version_managed
org.codehaus.janino:commons-compiler,3.1.10,3.1.9,1,version_managed
org.codehaus.groovy:groovy,3.0.23,3.0.9,1,version_managed
org.checkerframework:checker-qual,3.48.4,3.43.0,1,version_managed
org.checkerframework:checker-qual,3.48.3,3.49.2,1,omitted_conflict
org.springframework:spring-jcl,5.3.27,5.3.26,1,version_managed
org.springframework:spring-jcl,6.1.14,6.1.7,1,omitted_conflict
org.checkerframework:checker-qual,3.46.0,3.19.0,1,version_managed
org.springframework:spring-jcl,6.2.2,6.2.1,1,version_managed
org.checkerframework:checker-qual,3.43.0,3.33.0,1,omitted_conflict
org.checkerframework:checker-qual,3.43.0,3.10.0,1,omitted_conflict
org.checkerframework:checker-qual,3.42.0,3.41.0,1,omitted_conflict
org.checkerframework:checker-qual,3.42.0,3.33.0,1,omitted_conflict
org.checkerframework:checker-qual,3.42.0,3.26.0,1,omitted_conflict
org.checkerframework:checker-qual,3.42.0,3.19.0,1,omitted_conflict
org.apache.httpcomponents:httpasyncclient,4.1.5,4.1.4,1,version_managed
org.apache.httpcomponents.core5:httpcore5,5.2.1,5.2.4,1,omitted_conflict
org.apache.httpcomponents.core5:httpcore5-h2,5.2.5,5.2.4,1,version_managed
net.bytebuddy:byte-buddy,1.14.5,1.10.5,1,omitted_conflict
net.bytebuddy:byte-buddy,1.15.11,1.12.20,1,version_managed
net.bytebuddy:byte-buddy,1.15.11,1.12.19,1,version_managed
net.bytebuddy:byte-buddy,1.15.10,1.14.18,1,version_managed
net.bytebuddy:byte-buddy,1.15.1,1.14.18,1,version_managed
net.bytebuddy:byte-buddy,1.15.1,1.12.19,1,version_managed
net.bytebuddy:byte-buddy,1.15.0,1.14.18,1,version_managed
net.bytebuddy:byte-buddy,1.14.9,1.14.11,1,omitted_conflict
net.bytebuddy:byte-buddy,1.14.9,1.12.16,1,omitted_conflict
net.bytebuddy:byte-buddy,1.14.5,1.15.11,1,omitted_conflict
net.bytebuddy:byte-buddy,1.14.5,1.12.19,1,omitted_conflict
net.bytebuddy:byte-buddy,1.14.4,1.12.21,1,version_managed
net.bytebuddy:byte-buddy,1.12.21,1.14.9,1,omitted_conflict
net.bytebuddy:byte-buddy,1.14.19,1.14.15,1,version_managed
net.bytebuddy:byte-buddy,1.14.18,1.14.16,1,omitted_conflict
net.bytebuddy:byte-buddy,1.14.18,1.14.1,1,omitted_conflict
net.bytebuddy:byte-buddy,1.14.16,1.9.3,1,omitted_conflict
net.bytebuddy:byte-buddy,1.14.16,1.14.11,1,version_managed
net.bytebuddy:byte-buddy,1.12.9,1.14.16,1,omitted_conflict
net.bytebuddy:byte-buddy,1.12.9,1.12.10,1,omitted_conflict
net.bytebuddy:byte-buddy,1.12.9,1.10.9,1,omitted_conflict
org.yaml:snakeyaml,1.33,1.30,1,version_managed
org.yaml:snakeyaml,1.33,2.0,1,omitted_conflict
net.bytebuddy:byte-buddy,1.15.11,1.14.16,1,omitted_conflict
org.yaml:snakeyaml,1.30,1.33,1,omitted_conflict
org.xmlunit:xmlunit-placeholders,2.10.1,2.9.1,1,version_managed
net.bytebuddy:byte-buddy,1.15.3,1.10.9,1,omitted_conflict
net.bytebuddy:byte-buddy-agent,1.15.11,1.12.20,1,version_managed
net.bytebuddy:byte-buddy-agent,1.15.11,1.12.19,1,version_managed
net.bytebuddy:byte-buddy-agent,1.15.11,1.12.16,1,version_managed
net.bytebuddy:byte-buddy-agent,1.15.10,1.15.4,1,version_managed
net.bytebuddy:byte-buddy-agent,1.14.9,1.12.10,1,omitted_conflict
net.bytebuddy:byte-buddy-agent,1.14.9,1.10.9,1,omitted_conflict
org.wildfly.common:wildfly-common,1.5.4.Final,1.3.0.Final,1,omitted_conflict
net.bytebuddy:byte-buddy-agent,1.14.19,1.14.12,1,version_managed
net.bytebuddy:byte-buddy-agent,1.14.19,1.12.19,1,version_managed
net.bytebuddy:byte-buddy-agent,1.14.16,1.14.12,1,version_managed
net.bytebuddy:byte-buddy-agent,1.12.9,1.12.10,1,omitted_conflict
net.bytebuddy:byte-buddy-agent,1.12.9,1.10.9,1,omitted_conflict
org.xerial.snappy:snappy-java,1.1.10.5,1.1.10.1,1,version_managed
org.xerial.snappy:snappy-java,1.1.10.5,1.1.10.4,1,version_managed
net.bytebuddy:byte-buddy-agent,1.12.19,1.12.10,1,omitted_conflict
net.bytebuddy:byte-buddy-agent,1.12.19,1.10.9,1,omitted_conflict
net.bytebuddy:byte-buddy-agent,1.10.9,1.12.10,1,omitted_conflict
org.xerial.snappy:snappy-java,1.1.10.5,1.1.8.2,1,version_managed
net.bytebuddy:byte-buddy,1.17.5,1.12.19,1,omitted_conflict
net.bytebuddy:byte-buddy,1.15.3,1.14.18,1,omitted_conflict
net.bytebuddy:byte-buddy,1.15.3,1.12.10,1,omitted_conflict
org.yaml:snakeyaml,2.0,1.30,1,version_managed
net.bytebuddy:byte-buddy,1.12.21,1.12.10,1,omitted_conflict
org.wildfly.client:wildfly-client-config,1.0.0.Final,1.0.0.CR2,1,omitted_conflict
javax.servlet:servlet-api,2.4,2.3,1,omitted_conflict
joda-time:joda-time,2.12.7,2.10.2,1,omitted_conflict
joda-time:joda-time,2.12.6,2.7,1,omitted_conflict
joda-time:joda-time,2.10,2.9.4,1,omitted_conflict
javax.xml.bind:jaxb-api,2.3.1,2.3.0,1,omitted_conflict
javax.xml.bind:jaxb-api,2.3.1,2.2.12,1,omitted_conflict
org.yaml:snakeyaml,2.3,2.2,1,version_managed
javax.validation:validation-api,1.1.0.Final,2.0.1.Final,1,omitted_conflict
javax.servlet:servlet-api,2.4,2.5,1,omitted_conflict
redis.clients:jedis,4.2.3,5.0.2,1,omitted_conflict
redis.clients:jedis,5.2.0,2.8.1,1,version_managed
software.amazon.awssdk:cognitoidentity,2.31.9,2.20.144,1,version_managed
net.bytebuddy:byte-buddy,1.12.21,1.10.9,1,omitted_conflict
software.amazon.awssdk:cognitoidentityprovider,2.31.9,2.20.144,1,version_managed
javax.servlet:javax.servlet-api,3.1.0,4.0.1,1,version_managed
javax.servlet.jsp:jsp-api,2.2,2.1,1,omitted_conflict
javax.money:money-api,1.1,1.0.3,1,version_managed
software.amazon.awssdk:dynamodb-enhanced,2.31.9,2.20.144,1,version_managed
javax.el:el-api,2.2,1.0,1,omitted_conflict
software.amazon.awssdk:pinpoint,2.31.9,2.20.144,1,version_managed
xml-apis:xml-apis,1.0.b2,1.4.01,1,omitted_conflict
javax.annotation:javax.annotation-api,1.2,1.3.2,1,omitted_conflict
jakarta.xml.soap:jakarta.xml.soap-api,3.0.2,3.0.0,1,omitted_conflict
joda-time:joda-time,2.14.0,2.10.10,1,version_managed
joda-time:joda-time,2.14.0,2.10.2,1,version_managed
joda-time:joda-time,2.3,2.10.5,1,omitted_conflict
joda-time:joda-time,2.8.1,2.3,1,omitted_conflict
net.bytebuddy:byte-buddy,1.12.19,1.12.10,1,omitted_conflict
net.bytebuddy:byte-buddy,1.12.19,1.10.9,1,omitted_conflict
net.bytebuddy:byte-buddy,1.12.18,1.12.10,1,omitted_conflict
net.bytebuddy:byte-buddy,1.12.18,1.10.9,1,omitted_conflict
net.bytebuddy:byte-buddy,1.12.18,1.10.11,1,omitted_conflict
net.bytebuddy:byte-buddy,1.12.16,1.9.12,1,omitted_conflict
net.bytebuddy:byte-buddy,1.12.16,1.14.11,1,omitted_conflict
net.bytebuddy:byte-buddy,1.10.9,1.12.10,1,omitted_conflict
net.bytebuddy:byte-buddy,1.10.11,1.12.10,1,omitted_conflict
net.bytebuddy:byte-buddy,1.10.11,1.10.9,1,omitted_conflict
junit:junit-dep,4.13.1,4.10,1,omitted_conflict
org.yaml:snakeyaml,2.0,2.2,1,version_managed
org.yaml:snakeyaml,2.2,1.33,1,omitted_conflict
junit:junit,4.13.2,4.10,1,omitted_conflict
junit:junit,4.13.2,3.8.1,1,version_managed
org.yaml:snakeyaml,2.3,1.33,1,version_managed
junit:junit,4.13.1,4.12,1,omitted_conflict
junit:junit,4.13.1,4.11-beta-1,1,omitted_conflict
org.yaml:snakeyaml,2.3,2.0,1,version_managed
junit:junit,4.11,4.13.2,1,omitted_conflict
junit:junit,4.10,4.13.2,1,omitted_conflict
net.bytebuddy:byte-buddy-agent,1.15.11,1.14.4,1,version_managed
net.bytebuddy:byte-buddy-agent,1.17.5,1.12.19,1,omitted_conflict
org.apache.httpcomponents.core5:httpcore5-h2,5.2,5.2.4,1,omitted_conflict
org.apache.commons:commons-lang3,3.17.0,3.11,1,version_managed
org.apache.commons:commons-math3,3.6.1,3.4.1,1,version_managed
org.apache.commons:commons-lang3,3.8,3.1,1,omitted_conflict
org.apache.commons:commons-lang3,3.4,3.11,1,version_managed
org.apache.commons:commons-lang3,3.17.0,3.4,1,version_managed
org.apache.commons:commons-lang3,3.17.0,3.2.1,1,version_managed
org.springframework:spring-web,6.2.5,6.2.4,1,version_managed
org.apache.commons:commons-lang3,3.17.0,3.15.0,1,version_managed
org.apache.commons:commons-lang3,3.17.0,3.14.0,1,version_managed
org.apache.commons:commons-lang3,3.17.0,3.13.0,1,version_managed
org.apache.commons:commons-lang3,3.17.0,3.12.0,1,version_managed
org.apache.commons:commons-lang3,3.16.0,3.4,1,omitted_conflict
org.springframework:spring-webflux,6.2.0,6.2.2,1,version_managed
org.springframework:spring-web,6.2.6,6.0.11,1,version_managed
org.apache.commons:commons-lang3,3.16.0,3.12.0,1,version_managed
org.springframework:spring-webflux,5.1.13.RELEASE,5.0.5.RELEASE,1,omitted_conflict
org.apache.commons:commons-lang3,3.16.0,3.10,1,version_managed
org.apache.commons:commons-lang3,3.14.0,3.4,1,version_managed
org.springframework:spring-webflux,5.3.39,5.3.22,1,version_managed
org.springframework:spring-webflux,5.3.39,5.3.31,1,version_managed
org.apache.commons:commons-lang3,3.14.0,3.10,1,version_managed
org.apache.commons:commons-lang3,3.13.0,3.12.0,1,omitted_conflict
org.apache.commons:commons-lang3,3.12.0,3.8.1,1,version_managed
org.apache.commons:commons-math3,3.6.1,3.5,1,omitted_conflict
org.apache.commons:commons-pool2,2.11.1,2.4.2,1,version_managed
org.apache.commons:commons-pool2,2.12.0,2.11.1,1,version_managed
org.apache.commons:commons-text,1.12.0,1.10.0,1,version_managed
org.apache.httpcomponents.core5:httpcore5,5.3.2,5.3.1,1,version_managed
org.springframework:spring-web,5.1.13.RELEASE,5.1.18.RELEASE,1,omitted_conflict
org.springframework:spring-web,5.3.39,5.3.31,1,version_managed
org.graalvm.sdk:graal-sdk,23.1.2,23.0.1,1,version_managed
org.apache.httpcomponents.core5:httpcore5,5.1.5,5.1.3,1,version_managed
org.springframework:spring-web,6.1.10,5.1.5.RELEASE,1,omitted_conflict
org.apache.httpcomponents.client5:httpclient5,5.4.1,5.4.2,1,version_managed
org.apache.httpcomponents.client5:httpclient5,5.1.4,5.1.3,1,version_managed
org.apache.hadoop:hadoop-hdfs-client,3.4.1,3.3.5,1,version_managed
org.apache.hadoop:hadoop-hdfs-client,3.4.1,3.2.4,1,version_managed
org.apache.hadoop:hadoop-distcp,3.4.1,3.3.5,1,version_managed
org.apache.hadoop:hadoop-annotations,3.4.1,3.3.5,1,version_managed
org.apache.groovy:groovy-json,4.0.24,4.0.22,1,version_managed
org.apache.groovy:groovy,4.0.24,4.0.22,1,version_managed
org.apache.curator:curator-recipes,5.7.0,4.2.0,1,version_managed
org.springframework:spring-web,6.1.13,6.1.14,1,omitted_conflict
org.apache.curator:curator-recipes,5.7.0,2.13.0,1,version_managed
org.apache.curator:curator-framework,5.7.0,2.13.0,1,version_managed
org.apache.curator:curator-client,5.7.0,2.13.0,1,version_managed
org.apache.commons:commons-text,1.13.0,1.10.0,1,omitted_conflict
org.springframework:spring-web,6.1.13,6.1.15,1,omitted_conflict
org.apache.commons:commons-lang3,3.12.0,3.7,1,omitted_conflict
org.springframework:spring-webflux,6.2.6,6.2.2,1,version_managed
org.thymeleaf:thymeleaf,3.1.3.RELEASE,3.1.2.RELEASE,1,version_managed
org.testcontainers:toxiproxy,1.20.1,1.20.4,1,version_managed
org.apache.commons:commons-compress,1.24.0,1.21,1,omitted_conflict
org.apache.commons:commons-compress,1.19,1.26.0,1,omitted_conflict
org.apache.commons:commons-compress,1.19,1.25.0,1,omitted_conflict
org.apache.commons:commons-compress,1.19,1.21,1,omitted_conflict
org.apache.calcite.avatica:avatica-core,1.9.0,1.17.0,1,omitted_conflict
org.apache.avro:avro,1.12.0,1.11.4,1,omitted_conflict
org.apache.avro:avro,1.11.3,1.9.2,1,version_managed
org.apache.avro:avro,1.11.3,1.8.2,1,version_managed
org.antlr:antlr4-runtime,4.9.3,4.7.1,1,omitted_conflict
org.antlr:antlr4-runtime,4.13.1,4.11.1,1,omitted_conflict
net.minidev:json-smart,2.5.1,2.5.0,1,omitted_conflict
org.apache.commons:commons-lang3,3.12.0,3.4,1,version_managed
org.testng:testng,7.5,7.3.0,1,omitted_conflict
net.minidev:json-smart,2.4.8,2.4.7,1,version_managed
org.threeten:threetenbp,1.6.0,1.7.0,1,omitted_conflict
org.thymeleaf:thymeleaf,3.0.15.RELEASE,3.0.2.RELEASE,1,version_managed
net.java.dev.jna:jna,5.9.0,4.5.1,1,omitted_conflict
net.java.dev.jna:jna,5.8.0,5.13.0,1,version_managed
net.java.dev.jna:jna,5.12.1,5.8.0,1,version_managed
net.java.dev.jna:jna,5.12.1,5.13.0,1,omitted_conflict
net.java.dev.jna:jna,5.12.1,5.10.0,1,version_managed
net.java.dev.jna:jna,5.10.0,5.9.0,1,omitted_conflict
org.apache.commons:commons-compress,1.26.1,1.21,1,omitted_conflict
org.testcontainers:testcontainers,1.20.4,1.20.1,1,omitted_conflict
org.apache.commons:commons-compress,1.26.1,1.26.2,1,omitted_conflict
org.apache.commons:commons-compress,1.26.2,1.24.0,1,version_managed
org.apache.commons:commons-lang3,3.12.0,3.3.2,1,version_managed
org.apache.commons:commons-lang3,3.12.0,3.2.1,1,omitted_conflict
org.apache.commons:commons-lang3,3.12.0,3.15.0,1,version_managed
org.springframework:spring-webmvc,5.1.13.RELEASE,5.0.5.RELEASE,1,omitted_conflict
org.apache.commons:commons-lang3,3.12.0,3.11,1,version_managed
org.apache.commons:commons-lang3,3.12.0,3.10,1,omitted_conflict
org.apache.commons:commons-lang3,3.11,3.8.1,1,omitted_conflict
org.apache.commons:commons-lang3,3.11,3.14.0,1,omitted_conflict
org.springframework:spring-webmvc,6.1.8,6.1.1,1,version_managed
org.apache.commons:commons-dbcp2,2.9.0,2.6.0,1,version_managed
org.apache.commons:commons-dbcp2,2.5.0,2.6.0,1,omitted_conflict
org.apache.commons:commons-dbcp2,2.12.0,2.6.0,1,version_managed
org.apache.commons:commons-csv,1.10.0,1.8,1,omitted_conflict
org.apache.commons:commons-configuration2,2.10.1,2.9.0,1,version_managed
org.apache.commons:commons-configuration2,2.10.1,2.8.0,1,version_managed
org.apache.commons:commons-compress,1.27.1,1.26.0,1,omitted_conflict
org.apache.commons:commons-compress,1.27.1,1.24.0,1,omitted_conflict
org.testcontainers:testcontainers,1.20.1,1.20.4,1,version_managed
org.apache.commons:commons-compress,1.27.1,1.22,1,omitted_conflict
org.apache.commons:commons-compress,1.27.1,1.21,1,omitted_conflict
org.apache.commons:commons-compress,1.26.2,1.26.1,1,version_managed
org.springframework:spring-core,6.1.14,6.1.6,1,omitted_conflict
org.springframework:spring-core,5.3.39,6.2.0,1,omitted_conflict
org.hamcrest:hamcrest,2.1,2.2,1,omitted_conflict
org.projectlombok:lombok,1.18.26,1.16.10,1,version_managed
org.springframework.boot:spring-boot-starter-validation,3.4.5,3.4.3,1,version_managed
org.reactivestreams:reactive-streams,1.0.4,1.0.2,1,version_managed
org.springframework.boot:spring-boot-starter-web,2.7.11,2.6.11,1,version_managed
org.reactivestreams:reactive-streams,1.0.4,1.0.0,1,omitted_conflict
org.springframework.boot:spring-boot-starter-web,3.4.5,3.4.3,1,version_managed
org.reactivestreams:reactive-streams,1.0.3,1.0.4,1,version_managed
org.reactivestreams:reactive-streams,1.0.3,1.0.2,1,omitted_conflict
org.projectlombok:lombok,1.18.38,1.18.36,1,version_managed
org.projectlombok:lombok,1.18.32,1.18.38,1,version_managed
org.springframework.cloud:spring-cloud-starter,3.1.5,3.1.4,1,version_managed
org.postgresql:postgresql,42.3.8,42.7.2,1,version_managed
org.springframework.boot:spring-boot-starter-validation,3.4.5,2.0.5.RELEASE,1,version_managed
org.ow2.asm:asm-util,9.8,9.7,1,version_managed
org.ow2.asm:asm-util,7.3.1,7.1,1,omitted_conflict
org.ow2.asm:asm-tree,7.3.1,7.1,1,omitted_conflict
org.springframework.cloud:spring-cloud-starter-loadbalancer,3.1.5,3.1.4,1,version_managed
org.ow2.asm:asm-commons,9.7,9.3,1,version_managed
org.springframework.data:spring-data-redis,2.7.11,2.7.9,1,version_managed
org.ow2.asm:asm-commons,7.3.1,7.1,1,omitted_conflict
org.springframework.data:spring-data-redis,2.7.2,2.7.4,1,omitted_conflict
org.ow2.asm:asm-analysis,7.3.1,7.1,1,omitted_conflict
org.ow2.asm:asm,9.8,9.7.1,1,omitted_conflict
org.scala-lang:scala-library,2.13.15,2.13.8,1,omitted_conflict
org.springframework.boot:spring-boot-starter-validation,3.3.7,2.0.5.RELEASE,1,version_managed
org.slf4j:slf4j-api,1.7.26,2.0.16,1,omitted_conflict
org.slf4j:slf4j-api,1.7.25,1.7.32,1,omitted_conflict
org.springframework.boot:spring-boot-starter-jdbc,3.4.5,3.4.4,1,version_managed
org.slf4j:slf4j-api,1.7.26,1.7.30,1,omitted_conflict
org.slf4j:slf4j-api,1.7.26,1.7.25,1,omitted_conflict
org.slf4j:slf4j-api,1.7.25,2.0.7,1,omitted_conflict
org.slf4j:slf4j-api,1.7.25,2.0.2,1,omitted_conflict
org.slf4j:slf4j-api,1.7.25,2.0.13,1,omitted_conflict
org.slf4j:slf4j-api,1.7.25,2.0.11,1,omitted_conflict
org.slf4j:slf4j-api,1.7.25,1.7.5,1,omitted_conflict
org.springframework.boot:spring-boot-starter-json,3.4.5,3.4.3,1,version_managed
org.slf4j:slf4j-api,1.7.25,1.7.35,1,omitted_conflict
org.slf4j:slf4j-api,1.7.25,1.7.30,1,omitted_conflict
org.scala-lang:scala-reflect,2.13.15,2.13.8,1,omitted_conflict
org.slf4j:slf4j-api,1.7.21,2.0.13,1,omitted_conflict
org.slf4j:slf4j-api,1.7.21,1.7.36,1,omitted_conflict
org.slf4j:slf4j-api,1.7.21,1.7.30,1,omitted_conflict
org.slf4j:slf4j-api,1.7.21,1.7.25,1,omitted_conflict
org.slf4j:slf4j-api,1.7.2,1.7.12,1,omitted_conflict
org.slf4j:slf4j-api,1.7.2,1.6.4,1,omitted_conflict
org.slf4j:jcl-over-slf4j,2.0.17,1.7.36,1,version_managed
org.springframework.boot:spring-boot-starter-validation,2.7.11,2.6.11,1,version_managed
org.slf4j:jcl-over-slf4j,1.7.36,1.7.25,1,version_managed
org.seleniumhq.selenium:selenium-remote-driver,4.14.1,2.41.0,1,omitted_conflict
org.ow2.asm:asm,9.7.1,9.4,1,omitted_conflict
org.ow2.asm:asm,9.7.1,5.0.3,1,version_managed
org.ow2.asm:asm,9.7,9.3,1,version_managed
org.mockito:mockito-core,5.18.0,5.11.0,1,omitted_conflict
org.objenesis:objenesis,3.1,3.0.1,1,omitted_conflict
org.objenesis:objenesis,2.6,3.3,1,omitted_conflict
org.objenesis:objenesis,2.5.1,3.2,1,omitted_conflict
org.objenesis:objenesis,2.4,3.2,1,omitted_conflict
org.objenesis:objenesis,2.4,2.5,1,omitted_conflict
org.objenesis:objenesis,1.2,1.0,1,omitted_conflict
org.mybatis.spring.boot:mybatis-spring-boot-starter,3.0.4,2.2.2,1,omitted_conflict
org.mozilla:rhino,1.7.14,1.7.7.2,1,version_managed
org.mockito:mockito-junit-jupiter,5.18.0,5.11.0,1,omitted_conflict
org.mockito:mockito-junit-jupiter,4.8.1,5.14.2,1,version_managed
org.mockito:mockito-core,5.18.0,4.11.0,1,omitted_conflict
org.ow2.asm:asm,9.7,9.2,1,version_managed
org.mockito:mockito-core,5.17.0,4.11.0,1,version_managed
org.mockito:mockito-core,4.9.0,4.11.0,1,omitted_conflict
org.mockito:mockito-core,4.8.1,5.14.2,1,version_managed
org.mockito:mockito-core,4.5.1,2.9.0,1,omitted_conflict
org.mockito:mockito-core,4.11.0,4.6.1,1,version_managed
org.locationtech.spatial4j:spatial4j,0.8,0.7,1,version_managed
org.junit.platform:junit-platform-suite-api,1.12.2,1.7.2,1,version_managed
org.junit.platform:junit-platform-suite-api,1.11.4,1.8.2,1,version_managed
org.junit.platform:junit-platform-launcher,1.12.2,1.7.2,1,version_managed
org.junit.platform:junit-platform-launcher,1.11.4,1.8.2,1,version_managed
org.objenesis:objenesis,3.3,2.5.1,1,omitted_conflict
org.objenesis:objenesis,3.3,3.0.1,1,omitted_conflict
org.objenesis:objenesis,3.3,3.2,1,omitted_conflict
org.springframework.retry:spring-retry,2.0.10,2.0.11,1,version_managed
org.ow2.asm:asm,9.6,7.1,1,omitted_conflict
org.ow2.asm:asm,9.6,6.2.1,1,omitted_conflict
org.ow2.asm:asm,9.5,9.7.1,1,version_managed
org.ow2.asm:asm,9.5,7.0,1,version_managed
org.ow2.asm:asm,9.4,9.3,1,omitted_conflict
org.ow2.asm:asm,7.3.1,9.7.1,1,omitted_conflict
org.ow2.asm:asm,7.3.1,7.1,1,omitted_conflict
org.ow2.asm:asm,7.1,9.1,1,omitted_conflict
org.ow2.asm:asm,7.0,7.3.1,1,omitted_conflict
org.osgl:osgl-version,2.0.0-BETA-4-JAVA7,2.0.0-BETA-4,1,omitted_conflict
org.osgi:org.osgi.core,6.0.0,4.3.1,1,omitted_conflict
org.osgi:org.osgi.core,4.3.1,6.0.0,1,omitted_conflict
org.springframework.data:spring-data-redis,3.4.0,1.7.3.RELEASE,1,version_managed
org.opentest4j:opentest4j,1.2.0,1.3.0,1,omitted_conflict
org.openjfx:javafx-base,23.0.2,14,1,omitted_conflict
org.springframework.integration:spring-integration-core,6.4.4,6.4.0,1,version_managed
org.objenesis:objenesis,3.4,3.2,1,omitted_conflict
org.objenesis:objenesis,3.4,2.6,1,omitted_conflict
org.objenesis:objenesis,3.4,2.5.1,1,version_managed
org.springframework.integration:spring-integration-jmx,6.4.4,6.4.0,1,version_managed
org.objenesis:objenesis,3.4,2.1,1,omitted_conflict
org.springframework.boot:spring-boot-starter-jdbc,3.4.5,3.4.0,1,version_managed
org.slf4j:slf4j-api,1.7.26,2.0.7,1,omitted_conflict
org.springframework:spring-core,6.1.13,6.1.14,1,omitted_conflict
org.springframework.boot:spring-boot-autoconfigure,3.3.7,1.5.12.RELEASE,1,version_managed
org.springframework.boot:spring-boot-actuator,3.4.5,3.4.4,1,version_managed
org.springframework.boot:spring-boot-actuator-autoconfigure,3.4.5,3.4.3,1,omitted_conflict
org.springframework.boot:spring-boot-actuator-autoconfigure,3.4.5,3.4.4,1,version_managed
org.slf4j:slf4j-api,2.0.16,2.0.13,1,version_managed
org.slf4j:slf4j-api,2.0.16,2.0.12,1,omitted_conflict
org.springframework.boot:spring-boot-autoconfigure,3.3.0,3.2.0,1,version_managed
org.springframework.boot:spring-boot-autoconfigure,3.3.2,3.2.0,1,version_managed
org.slf4j:slf4j-api,2.0.16,1.7.32,1,omitted_conflict
org.springframework.boot:spring-boot-autoconfigure,3.3.5,3.2.12,1,omitted_conflict
org.slf4j:slf4j-api,2.0.16,1.7.26,1,omitted_conflict
org.slf4j:slf4j-api,2.0.13,2.0.7,1,omitted_conflict
org.slf4j:slf4j-api,2.0.16,2.0.5,1,omitted_conflict
org.slf4j:slf4j-api,2.0.13,2.0.17,1,version_managed
org.springframework.boot:spring-boot-autoconfigure,3.3.7,3.2.6,1,version_managed
org.slf4j:slf4j-api,2.0.13,2.0.15,1,version_managed
org.springframework.boot:spring-boot-autoconfigure,3.4.5,3.4.0,1,version_managed
org.slf4j:slf4j-api,2.0.13,1.7.5,1,omitted_conflict
org.springframework.boot:spring-boot-autoconfigure,3.4.5,3.4.3,1,omitted_conflict
org.springframework.boot:spring-boot-buildpack-platform,3.4.5,3.1.2,1,version_managed
org.slf4j:slf4j-api,2.0.12,2.0.9,1,omitted_conflict
org.slf4j:slf4j-api,2.0.12,1.7.36,1,omitted_conflict
org.springframework.boot:spring-boot-loader,3.4.5,2.7.14,1,version_managed
org.slf4j:slf4j-api,2.0.16,2.0.2,1,version_managed
org.springframework.boot:spring-boot,3.4.5,2.7.14,1,version_managed
org.slf4j:slf4j-api,1.7.30,1.7.13,1,omitted_conflict
org.slf4j:slf4j-api,2.0.17,2.0.7,1,version_managed
org.slf4j:slf4j-api,2.0.7,1.7.10,1,version_managed
org.slf4j:slf4j-api,2.0.6,2.0.11,1,omitted_conflict
org.slf4j:slf4j-api,2.0.6,1.7.36,1,omitted_conflict
org.slf4j:slf4j-api,2.0.4,2.0.9,1,version_managed
org.slf4j:slf4j-api,2.0.4,1.7.30,1,version_managed
org.slf4j:slf4j-api,2.0.2,2.0.13,1,omitted_conflict
org.slf4j:slf4j-api,2.0.2,1.7.36,1,omitted_conflict
org.slf4j:slf4j-api,2.0.2,1.7.30,1,omitted_conflict
org.slf4j:slf4j-api,2.0.2,1.7.25,1,omitted_conflict
org.slf4j:slf4j-api,2.0.17,2.0.9,1,omitted_conflict
org.slf4j:slf4j-api,2.0.7,2.0.0-alpha1,1,version_managed
org.springframework.boot:spring-boot,3.2.5,3.3.1,1,omitted_conflict
org.slf4j:slf4j-api,2.0.7,2.0.4,1,version_managed
org.slf4j:slf4j-api,2.0.7,2.0.6,1,version_managed
org.slf4j:slf4j-api,2.0.9,1.7.36,1,version_managed
org.slf4j:slf4j-api,2.0.17,1.7.6,1,omitted_conflict
org.slf4j:slf4j-api,2.0.9,2.0.16,1,version_managed
