library_name,version_selected,conflicting_version,project,conflict_type
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.14.3,2.14.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.14.3,2.13.3,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.14.2,2.14.0,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.14.1,2.15.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.13.5,2.15.0,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-xml,2.18.3,2.18.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-xml,2.18.1,2.16.1,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-xml,2.14.3,2.13.5,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-xml,2.13.5,2.16.1,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-xml,2.13.5,2.13.3,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-toml,2.18.3,2.15.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-toml,2.14.1,2.15.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-smile,2.18.3,2.14.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-smile,2.14.3,2.14.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-csv,2.18.3,2.16.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-csv,2.18.3,2.16.0,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-cbor,2.18.3,2.6.7,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-cbor,2.18.3,2.18.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-cbor,2.18.3,2.14.2,1,version_managed
com.squareup.okhttp3:okhttp,4.9.3,4.11.0,1,version_managed
com.squareup.okhttp3:okhttp,4.9.3,4.9.1,1,version_managed
com.squareup.okhttp3:okhttp-sse,4.10.0,3.14.9,1,version_managed
io.netty:netty-resolver-dns-native-macos,4.1.121.Final,4.1.118.Final,1,version_managed
io.netty:netty-transport,4.1.116.Final,4.1.107.Final,1,version_managed
io.netty:netty-transport,4.1.115.Final,4.1.99.Final,1,version_managed
io.netty:netty-transport,4.1.111.Final,4.1.94.Final,1,version_managed
io.netty:netty-transport,4.1.111.Final,4.1.107.Final,1,version_managed
io.netty:netty-transport,4.1.107.Final,4.1.82.Final,1,omitted_conflict
io.netty:netty-transport,4.1.101.Final,4.1.82.Final,1,version_managed
io.netty:netty-transport,4.1.100.Final,4.1.86.Final,1,version_managed
io.netty:netty-tcnative-classes,2.0.70.Final,2.0.65.Final,1,version_managed
io.netty:netty-tcnative-boringssl-static,2.0.70.Final,2.0.61.Final,1,version_managed
io.netty:netty-tcnative-boringssl-static,2.0.70.Final,2.0.56.Final,1,version_managed
io.netty:netty-tcnative-boringssl-static,2.0.70.Final,1.1.33.Fork26,1,version_managed
io.netty:netty-tcnative-boringssl-static,2.0.69.Final,1.1.33.Fork26,1,version_managed
io.netty:netty-resolver-dns-native-macos,4.1.118.Final,4.1.112.Final,1,version_managed
io.opentelemetry:opentelemetry-context,1.38.0,1.36.0,1,version_managed
io.netty:netty-resolver-dns-native-macos,4.1.111.Final,4.1.101.Final,1,version_managed
io.netty:netty-resolver-dns,4.1.84.Final,4.1.82.Final,1,version_managed
io.netty:netty-resolver-dns,4.1.84.Final,4.1.74.Final,1,version_managed
io.netty:netty-resolver-dns,4.1.121.Final,4.1.118.Final,1,version_managed
io.netty:netty-resolver-dns,4.1.119.Final,4.1.118.Final,1,version_managed
io.netty:netty-resolver-dns,4.1.119.Final,4.1.104.Final,1,version_managed
io.netty:netty-resolver-dns,4.1.118.Final,4.1.86.Final,1,omitted_conflict
io.netty:netty-resolver-dns,4.1.112.Final,4.1.118.Final,1,omitted_conflict
io.netty:netty-resolver-dns,4.1.111.Final,4.1.101.Final,1,version_managed
io.netty:netty-resolver-dns,4.1.100.Final,4.1.86.Final,1,version_managed
io.netty:netty-resolver,4.1.84.Final,4.1.82.Final,1,version_managed
io.netty:netty-resolver,4.1.84.Final,4.1.74.Final,1,version_managed
io.netty:netty-transport,4.1.118.Final,4.1.75.Final,1,version_managed
io.netty:netty-transport,4.1.118.Final,4.1.86.Final,1,omitted_conflict
io.netty:netty-transport,4.1.119.Final,4.1.107.Final,1,version_managed
io.netty:netty-transport,4.1.119.Final,4.1.114.Final,1,version_managed
io.opentelemetry:opentelemetry-api,1.31.0,1.29.0,1,omitted_conflict
io.opentelemetry:opentelemetry-api,1.26.0,1.17.0,1,version_managed
io.opencensus:opencensus-api,0.28.3,0.31.1,1,omitted_conflict
io.netty:netty-transport-native-unix-common,4.1.86.Final,4.1.118.Final,1,omitted_conflict
io.netty:netty-transport-native-unix-common,4.1.121.Final,4.1.118.Final,1,version_managed
io.netty:netty-transport-native-unix-common,4.1.121.Final,4.1.110.Final,1,version_managed
io.netty:netty-transport-native-unix-common,4.1.119.Final,4.1.116.Final,1,omitted_conflict
io.netty:netty-transport-native-unix-common,4.1.119.Final,4.1.110.Final,1,version_managed
io.netty:netty-transport-native-unix-common,4.1.115.Final,4.1.99.Final,1,version_managed
io.netty:netty-transport-native-unix-common,4.1.111.Final,4.1.94.Final,1,version_managed
io.netty:netty-transport-native-unix-common,4.1.111.Final,4.1.110.Final,1,version_managed
io.netty:netty-transport-native-kqueue,4.1.121.Final,4.1.118.Final,1,version_managed
io.netty:netty-transport-native-epoll,4.1.91.Final,4.1.45.Final,1,version_managed
io.netty:netty-transport-native-epoll,4.1.121.Final,4.1.118.Final,1,version_managed
io.netty:netty-transport-native-epoll,4.1.119.Final,4.1.45.Final,1,version_managed
io.netty:netty-transport-native-epoll,4.1.119.Final,4.1.105.Final,1,version_managed
io.netty:netty-transport-native-epoll,4.1.115.Final,4.1.99.Final,1,version_managed
io.netty:netty-transport-native-epoll,4.1.111.Final,4.1.101.Final,1,version_managed
io.netty:netty-transport-classes-epoll,4.1.119.Final,4.1.118.Final,1,version_managed
io.netty:netty-transport-classes-epoll,4.1.111.Final,4.1.100.Final,1,version_managed
io.netty:netty-transport,4.1.96.Final,4.1.45.Final,1,omitted_conflict
io.netty:netty-transport,4.1.84.Final,4.1.82.Final,1,version_managed
io.netty:netty-transport,4.1.84.Final,4.1.74.Final,1,version_managed
io.netty:netty-transport,4.1.68.Final,4.1.107.Final,1,version_managed
io.netty:netty-transport,4.1.121.Final,4.1.86.Final,1,version_managed
io.netty:netty-resolver,4.1.82.Final,4.1.107.Final,1,omitted_conflict
io.netty:netty-resolver,4.1.118.Final,4.1.86.Final,1,omitted_conflict
io.netty:netty-resolver,4.1.115.Final,4.1.99.Final,1,version_managed
io.netty:netty-handler,4.1.118.Final,4.1.75.Final,1,version_managed
io.netty:netty-handler,4.1.115.Final,4.1.99.Final,1,version_managed
io.netty:netty-handler,4.1.115.Final,4.1.105.Final,1,version_managed
io.netty:netty-handler,4.1.111.Final,4.1.94.Final,1,version_managed
io.netty:netty-handler,4.1.111.Final,4.1.107.Final,1,version_managed
io.netty:netty-handler,4.1.107.Final,4.1.82.Final,1,omitted_conflict
io.netty:netty-handler,4.1.101.Final,4.1.82.Final,1,version_managed
io.netty:netty-handler,4.1.100.Final,4.1.86.Final,1,version_managed
io.netty:netty-common,4.1.96.Final,4.1.45.Final,1,omitted_conflict
io.netty:netty-common,4.1.84.Final,4.1.82.Final,1,version_managed
io.netty:netty-common,4.1.84.Final,4.1.74.Final,1,version_managed
io.netty:netty-common,4.1.68.Final,4.1.107.Final,1,version_managed
io.netty:netty-common,4.1.121.Final,4.1.118.Final,1,version_managed
io.netty:netty-common,4.1.119.Final,4.1.72.Final,1,omitted_conflict
io.netty:netty-common,4.1.119.Final,4.1.116.Final,1,omitted_conflict
io.netty:netty-common,4.1.119.Final,4.1.107.Final,1,version_managed
io.netty:netty-common,4.1.119.Final,4.1.100.Final,1,omitted_conflict
io.netty:netty-common,4.1.118.Final,4.1.75.Final,1,version_managed
io.netty:netty-common,4.1.116.Final,4.1.107.Final,1,version_managed
io.netty:netty-common,4.1.115.Final,4.1.99.Final,1,version_managed
io.netty:netty-common,4.1.111.Final,4.1.94.Final,1,version_managed
io.netty:netty-common,4.1.111.Final,4.1.107.Final,1,version_managed
io.netty:netty-common,4.1.110.Final,4.1.86.Final,1,omitted_conflict
io.netty:netty-common,4.1.110.Final,4.1.118.Final,1,omitted_conflict
io.netty:netty-common,4.1.107.Final,4.1.82.Final,1,omitted_conflict
io.netty:netty-common,4.1.101.Final,4.1.82.Final,1,version_managed
io.netty:netty-handler,4.1.116.Final,4.1.107.Final,1,version_managed
io.netty:netty-handler,4.1.118.Final,4.1.86.Final,1,omitted_conflict
io.netty:netty-resolver,4.1.111.Final,4.1.94.Final,1,version_managed
io.netty:netty-handler,4.1.119.Final,4.1.105.Final,1,version_managed
io.netty:netty-resolver,4.1.111.Final,4.1.100.Final,1,version_managed
io.netty:netty-resolver,4.1.100.Final,4.1.86.Final,1,version_managed
io.netty:netty-handler-proxy,4.1.84.Final,4.1.82.Final,1,version_managed
io.netty:netty-handler-proxy,4.1.84.Final,4.1.74.Final,1,version_managed
io.netty:netty-handler-proxy,4.1.121.Final,4.1.86.Final,1,version_managed
io.netty:netty-handler-proxy,4.1.121.Final,4.1.118.Final,1,version_managed
io.netty:netty-handler-proxy,4.1.121.Final,4.1.110.Final,1,version_managed
io.netty:netty-handler-proxy,4.1.119.Final,4.1.118.Final,1,version_managed
io.netty:netty-handler-proxy,4.1.119.Final,4.1.110.Final,1,version_managed
io.netty:netty-handler-proxy,4.1.118.Final,4.1.75.Final,1,version_managed
io.netty:netty-handler-proxy,4.1.111.Final,4.1.110.Final,1,version_managed
io.netty:netty-handler-proxy,4.1.111.Final,4.1.101.Final,1,version_managed
io.netty:netty-handler-proxy,4.1.100.Final,4.1.86.Final,1,version_managed
io.netty:netty-handler,4.1.96.Final,4.1.45.Final,1,omitted_conflict
io.netty:netty-handler,4.1.91.Final,4.1.45.Final,1,version_managed
io.netty:netty-handler,4.1.84.Final,4.1.82.Final,1,version_managed
io.netty:netty-handler,4.1.84.Final,4.1.74.Final,1,version_managed
io.netty:netty-handler,4.1.72.Final,4.1.52.Final,1,omitted_conflict
io.netty:netty-handler,4.1.68.Final,4.1.107.Final,1,version_managed
io.netty:netty-handler,4.1.121.Final,4.1.94.Final,1,version_managed
io.netty:netty-handler,4.1.121.Final,4.1.86.Final,1,version_managed
io.netty:netty-handler,4.1.121.Final,4.1.118.Final,1,version_managed
io.netty:netty-handler,4.1.119.Final,4.1.116.Final,1,version_managed
io.netty:netty-handler,4.1.119.Final,4.1.114.Final,1,version_managed
io.netty:netty-handler,4.1.119.Final,4.1.107.Final,1,version_managed
io.opentelemetry:opentelemetry-api,1.38.0,1.36.0,1,version_managed
io.opentelemetry:opentelemetry-exporter-logging,1.38.0,1.36.0,1,version_managed
com.squareup.okio:okio-jvm,3.4.0,3.9.0,1,omitted_conflict
io.zipkin.brave:brave-context-slf4j,5.13.11,5.16.0,1,version_managed
jakarta.activation:jakarta.activation-api,2.1.0,2.1.1,1,omitted_conflict
jakarta.activation:jakarta.activation-api,1.2.2,1.2.1,1,version_managed
jakarta.activation:jakarta.activation-api,1.2.1,1.2.2,1,version_managed
io.zipkin.zipkin2:zipkin,2.27.1,2.23.2,1,version_managed
io.zipkin.reporter2:zipkin-sender-okhttp3,3.4.3,3.4.2,1,version_managed
io.zipkin.reporter2:zipkin-reporter,3.4.3,3.4.2,1,version_managed
io.zipkin.brave:brave-tests,6.1.0,6.2.0,1,version_managed
io.zipkin.brave:brave-tests,5.13.11,5.16.0,1,version_managed
io.zipkin.brave:brave-instrumentation-http,6.1.0,6.2.0,1,version_managed
io.zipkin.brave:brave-instrumentation-http,5.13.11,5.16.0,1,version_managed
io.zipkin.brave:brave-core,3.15.3,3.16.0,1,omitted_conflict
ch.qos.logback:logback-classic,1.4.14,1.2.12,1,omitted_conflict
io.zipkin.brave:brave,6.1.0,6.2.0,1,version_managed
io.opentelemetry:opentelemetry-sdk,1.38.0,1.36.0,1,version_managed
io.vertx:vertx-uri-template,4.5.14,4.5.12,1,version_managed
io.vertx:vertx-uri-template,4.3.7,4.3.6,1,version_managed
io.vertx:vertx-core,4.3.7,4.3.4,1,version_managed
io.vertx:vertx-codegen,4.5.14,4.5.12,1,version_managed
io.vertx:vertx-codegen,4.3.7,4.3.6,1,version_managed
io.swagger.core.v3:swagger-models-jakarta,2.2.21,2.2.19,1,version_managed
io.swagger.core.v3:swagger-annotations,2.2.8,2.1.4,1,version_managed
io.swagger.core.v3:swagger-annotations,2.2.25,2.2.0,1,omitted_conflict
io.sundr:sundr-model-utils,0.200.3,0.200.0,1,omitted_conflict
io.sundr:sundr-model-repo,0.200.0,0.200.3,1,omitted_conflict
io.sundr:sundr-model,0.200.0,0.200.3,1,omitted_conflict
io.sundr:sundr-core,0.200.0,0.200.3,1,omitted_conflict
jakarta.activation:jakarta.activation-api,2.1.2,2.1.0,1,version_managed
jakarta.activation:jakarta.activation-api,2.1.2,2.1.1,1,version_managed
jakarta.activation:jakarta.activation-api,2.1.3,1.2.2,1,omitted_conflict
jakarta.activation:jakarta.activation-api,2.1.3,2.1.0,1,omitted_conflict
jakarta.xml.bind:jakarta.xml.bind-api,4.0.1,2.3.3,1,omitted_conflict
jakarta.xml.bind:jakarta.xml.bind-api,3.0.1,2.3.2,1,omitted_conflict
jakarta.xml.bind:jakarta.xml.bind-api,2.3.3,2.3.2,1,version_managed
jakarta.websocket:jakarta.websocket-client-api,2.1.1,2.1.0,1,version_managed
jakarta.websocket:jakarta.websocket-api,2.1.1,2.1.0,1,version_managed
jakarta.validation:jakarta.validation-api,3.0.2,3.0.0,1,omitted_conflict
jakarta.validation:jakarta.validation-api,3.0.0,3.0.2,1,version_managed
jakarta.transaction:jakarta.transaction-api,2.0.1,2.0.0-RC1,1,omitted_conflict
jakarta.servlet:jakarta.servlet-api,6.0.0,5.0.0,1,version_managed
jakarta.persistence:jakarta.persistence-api,3.1.0,3.0.0,1,version_managed
jakarta.json:jakarta.json-api,1.1.6,2.1.0,1,version_managed
jakarta.json:jakarta.json-api,1.1.6,2.0.1,1,version_managed
jakarta.interceptor:jakarta.interceptor-api,2.2.0,2.1.0,1,omitted_conflict
jakarta.interceptor:jakarta.interceptor-api,2.0.1,2.0.0,1,omitted_conflict
jakarta.inject:jakarta.inject-api,2.0.1,2.0.1.MR,1,omitted_conflict
jakarta.inject:jakarta.inject-api,2.0.1,2.0.0,1,omitted_conflict
jakarta.enterprise:jakarta.enterprise.cdi-api,4.1.0,4.0.1,1,omitted_conflict
jakarta.enterprise:jakarta.enterprise.cdi-api,3.0.1,3.0.0,1,omitted_conflict
jakarta.el:jakarta.el-api,6.0.0,5.0.1,1,omitted_conflict
jakarta.el:jakarta.el-api,5.0.1,6.0.0,1,version_managed
jakarta.annotation:jakarta.annotation-api,3.0.0,2.1.1,1,omitted_conflict
jakarta.annotation:jakarta.annotation-api,2.1.1,3.0.0,1,version_managed
jakarta.annotation:jakarta.annotation-api,2.1.1,2.1.0,1,version_managed
jakarta.annotation:jakarta.annotation-api,1.3.5,2.0.0,1,omitted_conflict
jakarta.activation:jakarta.activation-api,2.1.3,2.1.2,1,omitted_conflict
io.sundr:sundr-codegen-apt,0.200.0,0.200.3,1,omitted_conflict
io.sundr:sundr-codegen-api,0.200.0,0.200.3,1,omitted_conflict
io.sundr:sundr-adapter-api,0.200.0,0.200.3,1,omitted_conflict
io.projectreactor:reactor-core,3.7.5,3.7.4,1,version_managed
io.projectreactor:reactor-core,3.7.5,3.5.20,1,version_managed
io.projectreactor:reactor-core,3.7.4,3.6.2,1,version_managed
io.projectreactor:reactor-core,3.7.4,3.4.34,1,version_managed
io.projectreactor:reactor-core,3.7.0,3.7.2,1,version_managed
io.projectreactor:reactor-core,3.6.8,3.6.4,1,version_managed
io.projectreactor:reactor-core,3.6.6,3.6.4,1,version_managed
io.projectreactor:reactor-core,3.6.6,3.4.41,1,omitted_conflict
io.projectreactor:reactor-core,3.6.4,3.4.24,1,omitted_conflict
io.projectreactor:reactor-core,3.6.2,3.6.11,1,omitted_conflict
io.projectreactor:reactor-core,3.6.13,3.6.4,1,version_managed
io.projectreactor:reactor-core,3.5.3,3.4.26,1,version_managed
io.projectreactor:reactor-core,3.4.34,3.4.28,1,version_managed
io.projectreactor:reactor-core,3.4.34,3.3.22.RELEASE,1,version_managed
io.projectreactor:reactor-core,3.4.29,3.4.24,1,version_managed
io.projectreactor:reactor-core,3.4.21,3.5.0,1,omitted_conflict
io.projectreactor.netty:reactor-netty-http,1.0.47,1.0.39,1,version_managed
io.projectreactor.netty:reactor-netty,1.2.5,1.0.22,1,version_managed
io.projectreactor.netty:reactor-netty,1.0.47,1.0.46,1,version_managed
io.projectreactor.addons:reactor-extra,3.4.10,3.4.8,1,version_managed
io.perfmark:perfmark-api,0.25.0,0.27.0,1,omitted_conflict
io.opentracing:opentracing-impl,0.20.4,0.20.2,1,omitted_conflict
io.opentelemetry:opentelemetry-sdk-trace,1.38.0,1.36.0,1,version_managed
io.opentelemetry:opentelemetry-sdk-extension-autoconfigure-spi,1.38.0,1.36.0,1,version_managed
io.opentelemetry:opentelemetry-sdk-extension-autoconfigure,1.38.0,1.36.0,1,version_managed
io.opentelemetry:opentelemetry-sdk-common,1.38.0,1.36.0,1,version_managed
io.projectreactor:reactor-core,3.7.5,3.7.2,1,version_managed
io.projectreactor:reactor-core,3.7.6,3.5.20,1,version_managed
io.sundr:builder-annotations,0.200.0,0.200.3,1,version_managed
io.projectreactor:reactor-tools,3.4.40,3.4.34,1,version_managed
io.smallrye.reactive:mutiny,1.9.0,1.8.0,1,version_managed
io.smallrye.reactive:mutiny,0.14.0,0.4.3,1,version_managed
io.smallrye.common:smallrye-common-ref,2.12.0,2.4.0,1,version_managed
io.smallrye.common:smallrye-common-ref,2.12.0,2.2.0,1,version_managed
io.smallrye.common:smallrye-common-net,2.12.0,2.4.0,1,version_managed
io.smallrye.common:smallrye-common-net,2.12.0,2.2.0,1,version_managed
io.smallrye.common:smallrye-common-function,2.12.0,2.6.0,1,version_managed
io.smallrye.common:smallrye-common-expression,2.12.0,2.4.0,1,version_managed
io.smallrye.common:smallrye-common-expression,2.12.0,2.2.0,1,version_managed
io.smallrye.common:smallrye-common-expression,1.5.0,1.6.0,1,version_managed
io.smallrye.common:smallrye-common-cpu,2.12.0,2.4.0,1,version_managed
io.smallrye.common:smallrye-common-cpu,2.12.0,2.2.0,1,version_managed
io.smallrye.common:smallrye-common-constraint,2.12.0,2.2.0,1,version_managed
io.smallrye.common:smallrye-common-constraint,1.5.0,1.6.0,1,version_managed
io.smallrye.common:smallrye-common-classloader,2.12.0,2.10.0,1,version_managed
io.smallrye.common:smallrye-common-classloader,1.5.0,1.6.0,1,version_managed
io.smallrye.common:smallrye-common-annotation,2.12.0,2.8.0,1,version_managed
io.smallrye.common:smallrye-common-annotation,2.12.0,2.6.0,1,version_managed
io.smallrye.common:smallrye-common-annotation,1.5.0,1.6.0,1,version_managed
io.smallrye.common:smallrye-common-annotation,1.13.2,1.13.0,1,version_managed
io.rsocket:rsocket-transport-netty,1.1.5,1.0.5,1,version_managed
io.rsocket:rsocket-core,1.1.5,1.0.5,1,version_managed
io.reactivex:rxjava,1.3.8,1.2.2,1,omitted_conflict
io.reactivex:rxjava,1.3.8,1.2.10,1,omitted_conflict
io.prometheus:simpleclient,0.16.0,0.5.0,1,version_managed
io.netty:netty-common,4.1.100.Final,4.1.86.Final,1,version_managed
io.netty:netty-codec-socks,4.1.121.Final,4.1.86.Final,1,version_managed
io.netty:netty-codec-socks,4.1.118.Final,4.1.75.Final,1,version_managed
io.dropwizard.metrics:metrics-core,4.1.17,4.0.2,1,omitted_conflict
io.fabric8:zjsonpatch,0.3.0,7.2.0,1,version_managed
io.dropwizard.metrics:metrics-jvm,4.2.27,4.2.7,1,version_managed
io.dropwizard.metrics:metrics-jvm,4.2.27,4.1.5,1,version_managed
io.dropwizard.metrics:metrics-jmx,4.2.27,4.2.7,1,version_managed
io.dropwizard.metrics:metrics-jmx,4.2.27,4.1.5,1,version_managed
io.dropwizard.metrics:metrics-graphite,4.2.27,4.2.7,1,version_managed
io.dropwizard.metrics:metrics-graphite,4.2.27,4.1.5,1,version_managed
io.dropwizard.metrics:metrics-core,4.2.27,4.2.7,1,version_managed
io.dropwizard.metrics:metrics-core,4.2.27,4.1.5,1,version_managed
io.dropwizard.metrics:metrics-core,4.2.27,4.1.18,1,version_managed
io.dropwizard.metrics:metrics-core,4.2.27,3.2.4,1,version_managed
io.dropwizard.metrics:metrics-core,4.1.17,4.1.23,1,omitted_conflict
io.dropwizard.metrics:metrics-core,4.1.17,3.1.2,1,omitted_conflict
io.netty:netty-codec-http2,4.1.89.Final,4.1.86.Final,1,version_managed
commons-pool:commons-pool,1.6,1.5.4,1,version_managed
commons-net:commons-net,3.11.1,3.9.0,1,version_managed
commons-logging:commons-logging,1.3.5,1.2,1,version_managed
commons-logging:commons-logging,1.3.4,1.3.0,1,version_managed
commons-logging:commons-logging,1.3.4,1.2,1,version_managed
commons-logging:commons-logging,1.3.4,1.1.1,1,version_managed
commons-logging:commons-logging,1.3.2,1.2,1,omitted_conflict
commons-logging:commons-logging,1.2,1.3.4,1,omitted_conflict
commons-logging:commons-logging,1.2,1.1,1,omitted_conflict
commons-logging:commons-logging,1.1.1,1.1.3,1,omitted_conflict
commons-logging:commons-logging,1.1.1,1.1,1,omitted_conflict
commons-logging:commons-logging,1.0.4,1.2,1,omitted_conflict
io.github.classgraph:classgraph,4.8.139,4.8.108,1,omitted_conflict
io.github.classgraph:classgraph,4.8.173,4.8.143,1,omitted_conflict
io.github.classgraph:classgraph,4.8.83,4.8.154,1,omitted_conflict
io.github.openfeign:feign-core,13.7-SNAPSHOT,13.5,1,version_managed
io.grpc:grpc-inprocess,1.70.0,1.68.0,1,omitted_conflict
io.grpc:grpc-grpclb,1.46.0,1.70.0,1,omitted_conflict
io.grpc:grpc-grpclb,1.46.0,1.68.0,1,omitted_conflict
io.grpc:grpc-googleapis,1.46.0,1.70.0,1,omitted_conflict
io.grpc:grpc-googleapis,1.46.0,1.68.0,1,omitted_conflict
io.grpc:grpc-core,1.51.1,[1.51.1],1,version_managed
io.grpc:grpc-core,1.46.0,1.70.0,1,omitted_conflict
io.grpc:grpc-core,1.46.0,1.68.0,1,omitted_conflict
io.grpc:grpc-core,1.46.0,1.27.2,1,omitted_conflict
io.grpc:grpc-context,1.70.0,1.27.2,1,omitted_conflict
io.grpc:grpc-context,1.51.1,1.53.0,1,version_managed
io.grpc:grpc-context,1.46.0,1.70.0,1,omitted_conflict
io.grpc:grpc-context,1.46.0,1.68.0,1,omitted_conflict
io.grpc:grpc-context,1.46.0,1.27.2,1,omitted_conflict
io.grpc:grpc-auth,1.46.0,1.70.0,1,omitted_conflict
io.grpc:grpc-auth,1.46.0,1.68.0,1,omitted_conflict
io.grpc:grpc-auth,1.46.0,1.27.2,1,omitted_conflict
io.grpc:grpc-api,1.51.1,[1.51.1],1,version_managed
io.grpc:grpc-api,1.46.0,1.70.0,1,omitted_conflict
io.grpc:grpc-api,1.46.0,1.68.0,1,omitted_conflict
io.grpc:grpc-alts,1.46.0,1.70.0,1,omitted_conflict
io.grpc:grpc-alts,1.46.0,1.68.0,1,omitted_conflict
io.grpc:grpc-all,1.51.1,1.53.0,1,version_managed
io.github.openfeign:feign-slf4j,13.7-SNAPSHOT,13.5,1,version_managed
io.github.openfeign:feign-slf4j,13.7-SNAPSHOT,13.3,1,version_managed
commons-lang:commons-lang,2.6,2.5,1,version_managed
commons-io:commons-io,2.9.0,2.11.0,1,omitted_conflict
commons-io:commons-io,2.8.0,2.5,1,version_managed
commons-codec:commons-codec,1.17.0,1.11,1,omitted_conflict
commons-codec:commons-codec,1.16.1,1.17.1,1,omitted_conflict
commons-codec:commons-codec,1.16.1,1.17.0,1,version_managed
commons-codec:commons-codec,1.16.1,1.15,1,version_managed
commons-codec:commons-codec,1.16.1,1.13,1,version_managed
commons-codec:commons-codec,1.15,1.16.0,1,version_managed
commons-codec:commons-codec,1.15,1.13,1,version_managed
commons-codec:commons-codec,1.14,1.18.0,1,omitted_conflict
commons-codec:commons-codec,1.14,1.17.1,1,omitted_conflict
commons-codec:commons-codec,1.14,1.15,1,omitted_conflict
commons-codec:commons-codec,1.13,1.2,1,omitted_conflict
commons-codec:commons-codec,1.13,1.17.1,1,omitted_conflict
commons-codec:commons-codec,1.13,1.17.0,1,omitted_conflict
commons-codec:commons-codec,1.13,1.16.1,1,version_managed
commons-codec:commons-codec,1.12,1.9,1,omitted_conflict
commons-codec:commons-codec,1.12,1.6,1,omitted_conflict
commons-codec:commons-codec,1.12,1.10,1,omitted_conflict
commons-cli:commons-cli,1.9.0,1.5.0,1,version_managed
com.zaxxer:HikariCP,3.4.2,5.1.0,1,version_managed
com.thoughtworks.xstream:xstream,1.4.21,1.4.20,1,version_managed
com.thoughtworks.xstream:xstream,1.4.21,1.4.18,1,version_managed
com.sun.xml.bind:jaxb-impl,4.0.5,4.0.1,1,version_managed
com.sun.jersey:jersey-core,1.19.4,1.19.1,1,omitted_conflict
com.sun.jersey:jersey-client,1.19.4,1.19.1,1,omitted_conflict
com.sun.activation:jakarta.activation,1.2.2,2.0.1,1,omitted_conflict
com.sun.activation:jakarta.activation,1.2.2,1.2.1,1,version_managed
commons-codec:commons-codec,1.16.1,1.9,1,version_managed
commons-codec:commons-codec,1.17.1,1.15,1,version_managed
commons-io:commons-io,2.8.0,2.11.0,1,omitted_conflict
commons-codec:commons-codec,1.17.1,1.16.0,1,version_managed
commons-io:commons-io,2.4,2.7,1,version_managed
commons-io:commons-io,2.4,2.15.1,1,version_managed
commons-io:commons-io,2.4,2.11.0,1,version_managed
commons-io:commons-io,2.19.0,2.5,1,version_managed
commons-io:commons-io,2.19.0,2.17.0,1,version_managed
commons-io:commons-io,2.19.0,2.11.0,1,version_managed
commons-io:commons-io,2.18.0,2.5,1,omitted_conflict
commons-io:commons-io,2.18.0,2.10.0,1,omitted_conflict
commons-io:commons-io,2.17.0,2.18.0,1,omitted_conflict
commons-io:commons-io,2.17.0,2.16.1,1,omitted_conflict
commons-io:commons-io,2.16.1,2.8.0,1,version_managed
commons-io:commons-io,2.16.1,2.11.0,1,version_managed
commons-io:commons-io,2.15.1,2.11.0,1,omitted_conflict
commons-io:commons-io,2.15.0,2.5,1,omitted_conflict
commons-io:commons-io,2.15.0,2.16.1,1,omitted_conflict
commons-io:commons-io,2.14.0,2.17.0,1,version_managed
commons-io:commons-io,2.14.0,2.11.0,1,omitted_conflict
commons-io:commons-io,2.14.0,1.3.1,1,version_managed
commons-io:commons-io,2.11.0,2.6,1,version_managed
commons-collections:commons-collections,3.2.2,3.2.1,1,omitted_conflict
commons-collections:commons-collections,3.2.1,3.2.2,1,omitted_conflict
commons-codec:commons-codec,1.18.0,1.16.1,1,version_managed
commons-codec:commons-codec,1.17.2,1.18.0,1,version_managed
commons-codec:commons-codec,1.17.1,1.18.0,1,omitted_conflict
commons-codec:commons-codec,1.17.1,1.17.0,1,version_managed
io.grpc:grpc-netty-shaded,1.46.0,1.27.2,1,omitted_conflict
io.grpc:grpc-netty-shaded,1.46.0,1.68.0,1,omitted_conflict
io.grpc:grpc-netty-shaded,1.46.0,1.70.0,1,omitted_conflict
io.netty:netty-codec,4.1.118.Final,4.1.86.Final,1,omitted_conflict
io.netty:netty-codec,4.1.115.Final,4.1.99.Final,1,version_managed
