Module,Has_Used_Breaking_Changes,Count
dromara__RuoYi-Vue-Plus_ruoyi-common-idempotent,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-job,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-json,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-log,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-mail,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-oss,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-ratelimiter,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-satoken,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-security,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-sensitive,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-sms,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-social,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-sse,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-tenant,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-translation,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-web,No,0
dromara__RuoYi-Vue-Plus_ruoyi-common-websocket,No,0
dromara__RuoYi-Vue-Plus_ruoyi-demo,No,0
dromara__RuoYi-Vue-Plus_ruoyi-generator,No,0
dromara__RuoYi-Vue-Plus_ruoyi-job,No,0
dromara__RuoYi-Vue-Plus_ruoyi-snailjob-server,No,0
dromara__warm-flow_warm-flow-mybatis-core,No,0
dromara__warm-flow_warm-flow-mybatis-plus-sb-starter,No,0
dromara__warm-flow_warm-flow-mybatis-sb-starter,No,0
dromara__warm-flow_warm-flow-plugin-modes-sb,No,0
dromara__warm-flow_warm-flow-plugin-ui-core,No,0
dromara__warm-flow_warm-flow-plugin-ui-sb-web,No,0
dschadow__Java-Web-Security_Ch04_OutputEscapingJSF,No,0
dschadow__Java-Web-Security_Ch04_OutputEscapingJSP,No,0
dschadow__Java-Web-Security_Ch05_AccessReferenceMaps,No,0
dschadow__Java-Web-Security_Ch05_HSTS,No,0
dschadow__Java-Web-Security_Ch05_SessionFixation,No,0
dschadow__Java-Web-Security_Ch06_SQLInjection,No,0
dschadow__Java-Web-Security_Ch06_XPathInjection,No,0
dschadow__Java-Web-Security_Ch07_CSP,No,0
dschadow__Java-Web-Security_Ch07_XSS,No,0
dschadow__Java-Web-Security_Ch07_XSSFilter,No,0
dschadow__Java-Web-Security_Ch07_XSSJSF,No,0
dschadow__Java-Web-Security_Ch08_CSRF,No,0
DSpace__DSpace_additions,No,0
DSpace__DSpace_dspace-iiif,No,0
DSpace__DSpace_dspace-oai,No,0
DSpace__DSpace_dspace-rdf,No,0
DSpace__DSpace_dspace-saml2,No,0
DSpace__DSpace_dspace-services,No,0
DSpace__DSpace_dspace-swordv2,No,0
DSpace__DSpace_server,No,0
DSpace__DSpace_server-boot,No,0
easymock__objenesis_benchmark,No,0
easymock__objenesis_exotic,No,0
easymock__objenesis_main,No,0
easymock__objenesis_module-test,No,0
easymock__objenesis_tck,No,0
easymock__objenesis_test,No,0
ebourg__jsign_jsign-ant,No,0
ebourg__jsign_jsign-cli,No,0
ebourg__jsign_jsign-core,No,0
ebourg__jsign_jsign-gradle-plugin,No,0
ebourg__jsign_jsign-maven-plugin,No,0
eclipse-californium__californium_californium-osgi,No,0
eclipse-californium__californium_cf-cli,No,0
eclipse-californium__californium_cf-cli-tcp-netty,No,0
eclipse-californium__californium_cf-cloud-demo-server,No,0
eclipse-californium__californium_cf-cluster,No,0
eclipse-californium__californium_cf-cocoa,No,0
eclipse-californium__californium_cf-encrypt,No,0
eclipse-californium__californium_cf-extplugtest-client,No,0
eclipse-californium__californium_cf-extplugtest-server,No,0
eclipse-californium__californium_cf-helloworld-client,No,0
eclipse-californium__californium_cf-helloworld-server,No,0
eclipse-californium__californium_cf-nat,No,0
eclipse-californium__californium_cf-oscore,No,0
eclipse-californium__californium_cf-plugtest-checker,No,0
eclipse-californium__californium_cf-plugtest-client,No,0
eclipse-californium__californium_cf-plugtest-server,No,0
eclipse-californium__californium_cf-proxy2,No,0
eclipse-californium__californium_cf-pubsub,No,0
eclipse-californium__californium_cf-secure,No,0
eclipse-californium__californium_cf-simplefile-server,No,0
eclipse-californium__californium_cf-unix-health,No,0
eclipse-californium__californium_sc-dtls-example-client,No,0
eclipse-californium__californium_sc-dtls-example-server,No,0
eclipse-collections__eclipse-collections-kata_candy-kata,No,0
eclipse-collections__eclipse-collections-kata_candy-kata-solutions,No,0
eclipse-collections__eclipse-collections-kata_company-kata,No,0
eclipse-collections__eclipse-collections-kata_company-kata-solutions,No,0
eclipse-collections__eclipse-collections-kata_converter-method-kata,No,0
eclipse-collections__eclipse-collections-kata_converter-method-kata-solutions,No,0
eclipse-collections__eclipse-collections-kata_haiku-kata,No,0
eclipse-collections__eclipse-collections-kata_haiku-kata-solutions,No,0
eclipse-collections__eclipse-collections-kata_jackson-kata,No,0
eclipse-collections__eclipse-collections-kata_jackson-kata-solutions,No,0
eclipse-collections__eclipse-collections-kata_lost-and-found-kata,No,0
eclipse-collections__eclipse-collections-kata_lost-and-found-kata-solutions,No,0
eclipse-collections__eclipse-collections-kata_pet-kata,No,0
eclipse-collections__eclipse-collections-kata_pet-kata-solutions,No,0
eclipse-collections__eclipse-collections-kata_record-kata,No,0
eclipse-collections__eclipse-collections-kata_record-kata-solutions,No,0
eclipse-collections__eclipse-collections-kata_top-methods-kata,No,0
eclipse-collections__eclipse-collections-kata_top-methods-kata-solutions,No,0
eclipse-collections__eclipse-collections-kata_wordle-kata,No,0
eclipse-collections__eclipse-collections-kata_wordle-kata-solutions,No,0
eclipse-collections__eclipse-collections_eclipse-collections-code-generator,No,0
eclipse-collections__eclipse-collections_eclipse-collections-code-generator-maven-plugin,No,0
eclipse-collections__eclipse-collections_eclipse-collections-forkjoin,No,0
eclipse-collections__eclipse-collections_eclipse-collections-testutils,No,0
eclipse-collections__eclipse-collections_jcstress-tests,No,0
eclipse-collections__eclipse-collections_jmh-tests,No,0
eclipse-milo__milo_client-examples,No,0
eclipse-milo__milo_codec-json,No,0
eclipse-milo__milo_dtd-core,No,0
eclipse-milo__milo_dtd-manager,No,0
eclipse-milo__milo_dtd-reader,No,0
eclipse-milo__milo_encoding-json,No,0
eclipse-milo__milo_encoding-xml,No,0
eclipse-milo__milo_guava-dependencies,No,0
eclipse-milo__milo_server-examples,No,0
eclipse-milo__milo_transport,No,0
eclipse-vertx__vertx-sql-client_vertx-mssql-client,No,0
eclipse-vertx__vertx-sql-client_vertx-mysql-client,No,0
eclipse-vertx__vertx-sql-client_vertx-oracle-client,No,0
eclipse-vertx__vertx-sql-client_vertx-pg-client,No,0
eclipse-vertx__vertx-sql-client_vertx-sql-client,No,0
eclipse-vertx__vertx-sql-client_vertx-sql-client-codec,No,0
eclipse-vertx__vertx-sql-client_vertx-sql-client-templates,No,0
egzosn__pay-spring-boot-starter-parent_pay-spring-boot,No,0
egzosn__pay-spring-boot-starter-parent_pay-spring-boot-autoconfigue,No,0
egzosn__pay-spring-boot-starter-parent_pay-spring-boot-starter-demo,No,0
eiiches__jackson-jq_jackson-jq,No,0
eiiches__jackson-jq_jackson-jq-cli,No,0
eiiches__jackson-jq_jackson-jq-extra,No,0
Ekryd__sortpom_maven-plugin,No,0
Ekryd__sortpom_sorter,No,0
elunez__eladmin_eladmin-generator,No,0
elunez__eladmin_eladmin-tools,No,0
erupts__erupt_erupt-ai,No,0
erupts__erupt_erupt-annotation,No,0
erupts__erupt_erupt-cloud-common,No,0
erupts__erupt_erupt-cloud-node,No,0
erupts__erupt_erupt-cloud-server,No,0
erupts__erupt_erupt-cloud-server-docker,No,0
erupts__erupt_erupt-core,No,0
erupts__erupt_erupt-elasticsearch,No,0
erupts__erupt_erupt-generator,No,0
erupts__erupt_erupt-job,No,0
erupts__erupt_erupt-jpa,No,0
erupts__erupt_erupt-magic-api,No,0
erupts__erupt_erupt-mongodb,No,0
erupts__erupt_erupt-monitor,No,0
erupts__erupt_erupt-sample,No,0
erupts__erupt_erupt-security,No,0
erupts__erupt_erupt-toolkit,No,0
erupts__erupt_erupt-tpl,No,0
erupts__erupt_erupt-upms,No,0
erupts__erupt_erupt-web,No,0
erupts__erupt_erupt-websocket,No,0
eyesmoons__lacus_lacus-spark-sql-app,No,0
ezylang__EvalEx_ezylang__EvalEx,No,0
fabric8io__docker-maven-plugin_app,No,0
fabric8io__docker-maven-plugin_buildx,No,0
fabric8io__docker-maven-plugin_buildx-dependencyset,No,0
fabric8io__docker-maven-plugin_buildx-dockerfile,No,0
fabric8io__docker-maven-plugin_buildx-driver-opt,No,0
fabric8io__docker-maven-plugin_dockerfile,No,0
fabric8io__docker-maven-plugin_dockerfile-base-as-arg,No,0
fabric8io__docker-maven-plugin_helloworld,No,0
fabric8io__docker-maven-plugin_multi-architecture,No,0
fabric8io__docker-maven-plugin_multi-assembly,No,0
fabric8io__docker-maven-plugin_run-java,No,0
fabric8io__docker-maven-plugin_spring-boot-with-jib,No,0
fabric8io__docker-maven-plugin_zero-config,No,0
facebook__facebook-java-business-sdk_examples,No,0
fanyong920__jvppeteer_example,No,0
fast-excel__fastexcel_fastexcel-support,No,0
FasterXML__jackson-annotations_FasterXML__jackson-annotations,No,0
FasterXML__jackson-dataformat-xml_FasterXML__jackson-dataformat-xml,No,0
FasterXML__jackson-dataformats-binary_cbor,No,0
FasterXML__jackson-dataformats-binary_ion,No,0
FasterXML__jackson-dataformats-binary_protobuf,No,0
FasterXML__jackson-dataformats-binary_smile,No,0
FasterXML__jackson-dataformats-text_csv,No,0
FasterXML__jackson-dataformats-text_properties,No,0
FasterXML__jackson-dataformats-text_toml,No,0
FasterXML__jackson-dataformats-text_yaml,No,0
FasterXML__jackson-datatype-hibernate_hibernate4,No,0
FasterXML__jackson-datatype-hibernate_hibernate5,No,0
FasterXML__jackson-datatype-hibernate_hibernate5-jakarta,No,0
FasterXML__jackson-datatype-hibernate_hibernate6,No,0
FasterXML__jackson-datatype-hibernate_hibernate7,No,0
FasterXML__jackson-jr_jr-annotation-support,No,0
FasterXML__jackson-jr_jr-extension-javatime,No,0
FasterXML__jackson-jr_jr-objects,No,0
FasterXML__jackson-jr_jr-retrofit2,No,0
FasterXML__jackson-jr_jr-stree,No,0
FasterXML__jackson-module-jsonSchema_jakarta,No,0
FasterXML__jackson-module-jsonSchema_javax,No,0
FasterXML__jackson-modules-java8_datatypes,No,0
FasterXML__jackson-modules-java8_datetime,No,0
FasterXML__jackson-modules-java8_parameter-names,No,0
fayechenlong__plumelog_plumelog-client-log4j,No,0
fayechenlong__plumelog_plumelog-demo,No,0
fayechenlong__plumelog_plumelog-dubbo-demo,No,0
fayechenlong__plumelog_plumelog-http,No,0
fayechenlong__plumelog_plumelog-http-demo,No,0
fayechenlong__plumelog_plumelog-lite,No,0
fayechenlong__plumelog_plumelog-lite-spring-boot-starter,No,0
fayechenlong__plumelog_plumelog-log4j,No,0
fayechenlong__plumelog_plumelog-log4j2,No,0
fayechenlong__plumelog_plumelog-logback,No,0
fayechenlong__plumelog_plumelog-lucene,No,0
fayechenlong__plumelog_plumelog-server,No,0
fayechenlong__plumelog_plumelog-trace,No,0
fayechenlong__plumelog_spring-boot-admin,No,0
find-sec-bugs__find-sec-bugs_findsecbugs-samples-deps,No,0
fizzed__rocker_rocker-gradle-plugin,No,0
fizzed__rocker_rocker-runtime,No,0
fizzgate__fizz-gateway-node_fizz-bootstrap,No,0
forge__roaster_api,No,0
forge__roaster_dist,No,0
forge__roaster_impl,No,0
gaarason__database-all_database-api,No,0
gaarason__database-all_database-core,No,0
gaul__s3proxy_gaul__s3proxy,No,0
google__adk-java_custom_tools,No,0
google__adk-java_dev,No,0
google__adk-java_maven_plugin,No,0
google__adk-java_simple-agent,No,0
google__compile-testing_google__compile-testing,No,0
google__gson_extras,No,0
google__gson_metrics,No,0
google__gson_proto,No,0
google__gson_test-jpms,No,0
google__gson_test-shrinker,No,0
google__jimfs_jimfs,No,0
google__TestParameterInjector_junit4,No,0
google__TestParameterInjector_junit5,No,0
google__truth_liteproto,No,0
google__truth_proto,No,0
google__truth_re2j,No,0
googleads__googleads-java-lib_ads_lib_appengine,No,0
googleads__googleads-java-lib_ads_lib_axis,No,0
googleapis__google-http-java-client_dailymotion-simple-cmdline-sample,No,0
googleapis__google-http-java-client_google-http-client-android,No,0
googleapis__google-http-java-client_google-http-client-android-test,No,0
googleapis__google-http-java-client_google-http-client-apache-v2,No,0
googleapis__google-http-java-client_google-http-client-apache-v5,No,0
googleapis__google-http-java-client_google-http-client-appengine,No,0
googleapis__google-http-java-client_google-http-client-findbugs,No,0
googleapis__google-http-java-client_google-http-client-findbugs-test,No,0
googleapis__google-http-java-client_google-http-client-gson,No,0
googleapis__google-http-java-client_google-http-client-jackson2,No,0
googleapis__google-http-java-client_google-http-client-protobuf,No,0
googleapis__google-http-java-client_google-http-client-test,No,0
googleapis__google-http-java-client_google-http-client-xml,No,0
googleapis__google-http-java-client_snippets,No,0
GoogleCloudDataproc__hadoop-connectors_gcs,No,0
GoogleCloudDataproc__hadoop-connectors_util-hadoop,No,0
GoogleCloudPlatform__bank-of-anthos_balancereader,No,0
GoogleCloudPlatform__bank-of-anthos_ledgermonolith,No,0
GoogleCloudPlatform__bank-of-anthos_ledgerwriter,No,0
GoogleCloudPlatform__bank-of-anthos_transactionhistory,No,0
GoogleCloudPlatform__pubsub_flink-connector-gcp-pubsub,No,0
GoogleCloudPlatform__pubsub_ordering-keys-prober,No,0
GoogleCloudPlatform__pubsub_pubsub-streaming,No,0
GoogleCloudPlatform__pubsub_sql-streaming-copier,No,0
graphhopper__graphhopper_client-hc,No,0
graphhopper__graphhopper_example,No,0
graphhopper__graphhopper_map-matching,No,0
graphhopper__graphhopper_navigation,No,0
graphhopper__graphhopper_reader-gtfs,No,0
graphhopper__graphhopper_tools,No,0
graphhopper__graphhopper_web,No,0
graphhopper__graphhopper_web-bundle,No,0
greenmail-mail-test__greenmail_greenmail-junit4,No,0
greenmail-mail-test__greenmail_greenmail-junit5,No,0
greenmail-mail-test__greenmail_greenmail-spring,No,0
greenmail-mail-test__greenmail_greenmail-standalone,No,0
greenmail-mail-test__greenmail_greenmail-webapp,No,0
gruelbox__transaction-outbox_transactionoutbox-core,No,0
gruelbox__transaction-outbox_transactionoutbox-guice,No,0
gruelbox__transaction-outbox_transactionoutbox-jackson,No,0
gruelbox__transaction-outbox_transactionoutbox-jooq,No,0
gruelbox__transaction-outbox_transactionoutbox-quarkus,No,0
gruelbox__transaction-outbox_transactionoutbox-spring,No,0
gruelbox__transaction-outbox_transactionoutbox-testing,No,0
Hakky54__certificate-ripper_Hakky54__certificate-ripper,No,0
Hakky54__log-captor_Hakky54__log-captor,No,0
Hakky54__sslcontext-kickstart_sslcontext-kickstart,No,0
Hakky54__sslcontext-kickstart_sslcontext-kickstart-for-apache4,No,0
Hakky54__sslcontext-kickstart_sslcontext-kickstart-for-apache5,No,0
Hakky54__sslcontext-kickstart_sslcontext-kickstart-for-jetty,No,0
Hakky54__sslcontext-kickstart_sslcontext-kickstart-for-netty,No,0
Hakky54__sslcontext-kickstart_sslcontext-kickstart-for-pem,No,0
haraldk__TwelveMonkeys_common-image,No,0
haraldk__TwelveMonkeys_common-io,No,0
haraldk__TwelveMonkeys_common-lang,No,0
haraldk__TwelveMonkeys_contrib,No,0
haraldk__TwelveMonkeys_imageio-batik,No,0
haraldk__TwelveMonkeys_imageio-bmp,No,0
haraldk__TwelveMonkeys_imageio-clippath,No,0
haraldk__TwelveMonkeys_imageio-core,No,0
haraldk__TwelveMonkeys_imageio-dds,No,0
haraldk__TwelveMonkeys_imageio-hdr,No,0
haraldk__TwelveMonkeys_imageio-icns,No,0
haraldk__TwelveMonkeys_imageio-iff,No,0
haraldk__TwelveMonkeys_imageio-jpeg,No,0
haraldk__TwelveMonkeys_imageio-metadata,No,0
haraldk__TwelveMonkeys_imageio-pcx,No,0
haraldk__TwelveMonkeys_imageio-pict,No,0
haraldk__TwelveMonkeys_imageio-pnm,No,0
haraldk__TwelveMonkeys_imageio-psd,No,0
haraldk__TwelveMonkeys_imageio-sgi,No,0
haraldk__TwelveMonkeys_imageio-tga,No,0
haraldk__TwelveMonkeys_imageio-thumbsdb,No,0
haraldk__TwelveMonkeys_imageio-tiff,No,0
haraldk__TwelveMonkeys_imageio-webp,No,0
haraldk__TwelveMonkeys_imageio-xwd,No,0
haraldk__TwelveMonkeys_servlet,No,0
hawtio__hawtio_deployment,No,0
hawtio__hawtio_hawtio-connect,No,0
hawtio__hawtio_hawtio-default,No,0
hawtio__hawtio_hawtio-local-jvm-mbean,No,0
hawtio__hawtio_hawtio-log,No,0
hawtio__hawtio_hawtio-log-logback,No,0
hawtio__hawtio_hawtio-plugin-mbean,No,0
hawtio__hawtio_hawtio-system,No,0
hawtio__hawtio_jetty-security,No,0
hawtio__hawtio_quarkus,No,0
hawtio__hawtio_quarkus-keycloak,No,0
hawtio__hawtio_runtime,No,0
hawtio__hawtio_springboot,No,0
hawtio__hawtio_springboot-authentication,No,0
hawtio__hawtio_springboot-keycloak,No,0
hawtio__hawtio_springboot-log4j2,No,0
hawtio__hawtio_springboot-plugin,No,0
hawtio__hawtio_springboot-security,No,0
hawtio__hawtio_war-plugin,No,0
heroku__devcenter-embedded-tomcat_heroku__devcenter-embedded-tomcat,No,0
houbb__sensitive-word_houbb__sensitive-word,No,0
hprose__hprose-java_Benchmark,No,0
hprose__hprose-java_client,No,0
hprose__hprose-java_Example,No,0
hprose__hprose-java_server,No,0
hprose__hprose-java_spring-hprose,No,0
hprose__hprose-java_tcphelloexam,No,0
hprose__hprose-java_tcpsessionexam,No,0
hs-web__hsweb-easy-orm_hsweb-easy-orm-core,No,0
hs-web__hsweb-framework_hsweb-access-logging-aop,No,0
hs-web__hsweb-framework_hsweb-access-logging-api,No,0
hs-web__hsweb-framework_hsweb-authorization-api,No,0
hs-web__hsweb-framework_hsweb-authorization-basic,No,0
hs-web__hsweb-framework_hsweb-authorization-oauth2,No,0
hs-web__hsweb-framework_hsweb-commons-api,No,0
hs-web__hsweb-framework_hsweb-concurrent-cache,No,0
hs-web__hsweb-framework_hsweb-datasource-api,No,0
hs-web__hsweb-framework_hsweb-starter,No,0
hs-web__hsweb-framework_hsweb-system-authorization-api,No,0
hs-web__hsweb-framework_hsweb-system-authorization-default,No,0
hs-web__hsweb-framework_hsweb-system-authorization-oauth2,No,0
hs-web__hsweb-framework_hsweb-system-dictionary,No,0
hs-web__hsweb-framework_hsweb-system-file,No,0
igniterealtime__Spark_apple,No,0
igniterealtime__Spark_battleships,No,0
igniterealtime__Spark_fastpath,No,0
igniterealtime__Spark_fileupload,No,0
igniterealtime__Spark_flashing,No,0
igniterealtime__Spark_growl,No,0
igniterealtime__Spark_jingle,No,0
igniterealtime__Spark_meet,No,0
igniterealtime__Spark_reversi,No,0
igniterealtime__Spark_roar,No,0
igniterealtime__Spark_spelling,No,0
igniterealtime__Spark_systemtray,No,0
igniterealtime__Spark_tictactoe,No,0
igniterealtime__Spark_transferguard,No,0
igniterealtime__Spark_translator,No,0
imixs__imixs-workflow_imixs-workflow-core,No,0
imixs__imixs-workflow_imixs-workflow-faces,No,0
imixs__imixs-workflow_imixs-workflow-index-lucene,No,0
imixs__imixs-workflow_imixs-workflow-index-solr,No,0
imixs__imixs-workflow_imixs-workflow-jax-rs,No,0
influxdata__influxdb-java_influxdata__influxdb-java,No,0
internetarchive__heritrix3_commons,No,0
intoolswetrust__jsignpdf_installcert,No,0
intuit__fuzzy-matcher_intuit__fuzzy-matcher,No,0
IQSS__dataverse_builtin-users-spi,No,0
IQSS__dataverse_dataverse-spi,No,0
IQSS__dataverse_zipdownload,No,0
itwanger__paicoding_paicoding-api,No,0
izpack__izpack_izpack-ant,No,0
izpack__izpack_izpack-compiler,No,0
izpack__izpack_izpack-event,No,0
izpack__izpack_izpack-gui,No,0
izpack__izpack_izpack-maven-plugin,No,0
izpack__izpack_izpack-native-maven-plugin,No,0
izpack__izpack_izpack-test-common,No,0
izpack__izpack_izpack-test-listener,No,0
izpack__izpack_izpack-tools,No,0
izpack__izpack_izpack-uninstaller,No,0
izpack__izpack_izpack-wrapper,No,0
jakartaee__cdi_el,No,0
jakartaee__cdi_lang-model,No,0
jar-analyzer__jar-analyzer_agent,No,0
jar-analyzer__jar-analyzer_leak-test,No,0
Jaspersoft__jasperreports_annotation-processors,No,0
Jaspersoft__jasperreports_ant,No,0
Jaspersoft__jasperreports_barbecue,No,0
Jaspersoft__jasperreports_barcode4j,No,0
Jaspersoft__jasperreports_castor,No,0
Jaspersoft__jasperreports_chart-customizers,No,0
Jaspersoft__jasperreports_data-adapters,No,0
Jaspersoft__jasperreports_data-adapters-http,No,0
Jaspersoft__jasperreports_ejbql-j2ee,No,0
Jaspersoft__jasperreports_excel-poi,No,0
Jaspersoft__jasperreports_fastexcel,No,0
Jaspersoft__jasperreports_functions,No,0
Jaspersoft__jasperreports_groovy,No,0
Jaspersoft__jasperreports_hibernate,No,0
Jaspersoft__jasperreports_hibernate-j2ee,No,0
Jaspersoft__jasperreports_jaxen,No,0
Jaspersoft__jasperreports_jdt,No,0
Jaspersoft__jasperreports_json,No,0
Jaspersoft__jasperreports_metadata,No,0
Jaspersoft__jasperreports_olap,No,0
Jaspersoft__jasperreports_servlets,No,0
Jaspersoft__jasperreports_servlets-j2ee,No,0
Jaspersoft__jasperreports_spring,No,0
Jaspersoft__jasperreports_xalan,No,0
javadev__underscore-java_examples,No,0
javadev__underscore-java_javadev__underscore-java,No,0
javadev__underscore-java_spring-boot-example,No,0
javamelody__javamelody_javamelody-for-spring-boot,No,0
javamelody__javamelody_javamelody-for-standalone,No,0
javamelody__javamelody_javamelody-objectfactory,No,0
javamelody__javamelody_javamelody-offline-viewer,No,0
javamelody__javamelody_javamelody-spring-boot-starter,No,0
javaparser__javaparser_javaparser-core-generators,No,0
javaparser__javaparser_javaparser-core-metamodel-generator,No,0
javaparser__javaparser_javaparser-core-serialization,No,0
jborgers__sonar-pmd_integration-test,No,0
jborgers__sonar-pmd_pmd-avoid-duplicate-literals,No,0
jborgers__sonar-pmd_pmd-extensions,No,0
jborgers__sonar-pmd_pmd-junit-rules,No,0
jborgers__sonar-pmd_sonar-pmd-lib,No,0
jborgers__sonar-pmd_sonar-pmd-plugin,No,0
jcabi__jcabi-aspects_fake-validation,No,0
jcabi__jcabi-aspects_jcabi__jcabi-aspects,No,0
jcabi__jcabi-aspects_loggable,No,0
jcabi__jcabi-aspects_processor,No,0
jcabi__jcabi-aspects_weaving,No,0
jcabi__jcabi-github_basic-usage,No,0
jcabi__jcabi-github_search-repos,No,0
jcabi__jcabi-ssh_jcabi__jcabi-ssh,No,0
jeecgboot__autopoi_autopoi-web,No,0
jeequan__jeepay_jeepay-manager,No,0
jeequan__jeepay_jeepay-merchant,No,0
jeequan__jeepay_jeepay-service,No,0
jenkinsci__ansible-plugin_jenkinsci__ansible-plugin,No,0
jenkinsci__ansicolor-plugin_jenkinsci__ansicolor-plugin,No,0
jenkinsci__build-monitor-plugin_build-monitor-acceptance,No,0
jenkinsci__build-monitor-plugin_build-monitor-plugin,No,0
jenkinsci__cucumber-reports-plugin_jenkinsci__cucumber-reports-plugin,No,0
jenkinsci__dingtalk-plugin_jenkinsci__dingtalk-plugin,No,0
jenkinsci__docker-plugin_jenkinsci__docker-plugin,No,0
jenkinsci__docker-workflow-plugin_jenkinsci__docker-workflow-plugin,No,0
jenkinsci__generic-webhook-trigger-plugin_jenkinsci__generic-webhook-trigger-plugin,No,0
jenkinsci__github-plugin_jenkinsci__github-plugin,No,0
jenkinsci__lib-file-leak-detector_jenkinsci__lib-file-leak-detector,No,0
jenkinsci__pipeline-utility-steps-plugin_jenkinsci__pipeline-utility-steps-plugin,No,0
jenkinsci__slack-plugin_jenkinsci__slack-plugin,No,0
jenkinsci__warnings-ng-plugin_ui-tests,No,0
jenkinsci__workflow-cps-global-lib-plugin_jenkinsci__workflow-cps-global-lib-plugin,No,0
jetlinks__rule-engine_rule-engine-api,No,0
jetlinks__rule-engine_rule-engine-cluster,No,0
jetlinks__rule-engine_rule-engine-support,No,0
jhonnymertz__java-wkhtmltopdf-wrapper_jhonnymertz__java-wkhtmltopdf-wrapper,No,0
jmrozanec__cron-utils_jmrozanec__cron-utils,No,0
jobmission__oauth2-server_jobmission__oauth2-server,No,0
jolokia__jolokia_client-javascript-test-app,No,0
jolokia__jolokia_core,No,0
jolokia__jolokia_detector,No,0
jolokia__jolokia_discovery,No,0
jolokia__jolokia_history,No,0
jolokia__jolokia_java,No,0
jolokia__jolokia_jmx,No,0
jolokia__jolokia_jmx-adapter,No,0
jolokia__jolokia_json,No,0
jolokia__jolokia_jsr160,No,0
jolokia__jolokia_jvm,No,0
jolokia__jolokia_kubernetes,No,0
jolokia__jolokia_osgi,No,0
jolokia__jolokia_osgi-restrictor,No,0
jolokia__jolokia_pull,No,0
jolokia__jolokia_serializer,No,0
jolokia__jolokia_spring,No,0
jolokia__jolokia_spring-boot,No,0
jolokia__jolokia_spring-boot-actuator,No,0
jolokia__jolokia_sse,No,0
jolokia__jolokia_test-util,No,0
jolokia__jolokia_war,No,0
jorabin__KeePassJava2_all,No,0
jorabin__KeePassJava2_database,No,0
jorabin__KeePassJava2_dom,No,0
jorabin__KeePassJava2_example,No,0
jorabin__KeePassJava2_jackson,No,0
jorabin__KeePassJava2_jaxb,No,0
jorabin__KeePassJava2_kdb,No,0
jorabin__KeePassJava2_kdbx,No,0
jorabin__KeePassJava2_simple,No,0
jorabin__KeePassJava2_util,No,0
jpmml__jpmml-evaluator_pmml-evaluator-example,No,0
jpmml__jpmml-evaluator_pmml-evaluator-kryo,No,0
jpmml__jpmml-evaluator_pmml-evaluator-reporting,No,0
jpmml__jpmml-evaluator_pmml-evaluator-reporting-processor,No,0
jpmml__jpmml-evaluator_pmml-evaluator-testing,No,0
jpmml__jpmml-sklearn_pmml-sklearn-evaluator,No,0
jpmml__jpmml-sklearn_pmml-sklearn-example,No,0
jpmml__jpmml-sklearn_pmml-sklearn-extension,No,0
jpmml__jpmml-sklearn_pmml-sklearn-h2o,No,0
jpmml__jpmml-sklearn_pmml-sklearn-lightgbm,No,0
jpmml__jpmml-sklearn_pmml-sklearn-statsmodels,No,0
jpmml__jpmml-sklearn_pmml-sklearn-xgboost,No,0
jpmml__jpmml-sparkml_pmml-sparkml,No,0
jpmml__jpmml-sparkml_pmml-sparkml-evaluator,No,0
jpmml__jpmml-sparkml_pmml-sparkml-example,No,0
jpmml__jpmml-sparkml_pmml-sparkml-xgboost,No,0
jtablesaw__tablesaw_arrow,No,0
jtablesaw__tablesaw_beakerx,No,0
jtablesaw__tablesaw_docs-src,No,0
jtablesaw__tablesaw_excel,No,0
jtablesaw__tablesaw_json,No,0
jtablesaw__tablesaw_jsplot,No,0
jtablesaw__tablesaw_saw,No,0
juejin-wuyang__memberclub_downstream.examples,No,0
juejin-wuyang__memberclub_eureka.server,No,0
juejin-wuyang__memberclub_memberclub.common,No,0
juejin-wuyang__memberclub_memberclub.domain,No,0
juejin-wuyang__memberclub_memberclub.plugin.demomember,No,0
juejin-wuyang__memberclub_memberclub.plugin.douyin_coupon_package,No,0
juejin-wuyang__memberclub_memberclub.plugin.lesson,No,0
jxlsteam__jxls_jxls,No,0
kagkarlsson__db-scheduler_benchmark,No,0
kagkarlsson__db-scheduler_db-scheduler-boot-starter,No,0
kagkarlsson__db-scheduler_features,No,0
kagkarlsson__db-scheduler_spring-boot-example,No,0
kanton-bern__hellodata-be_hello-data-base-model,No,0
kanton-bern__hellodata-be_hello-data-cleanup-logs,No,0
