Project,Total_Breaking_Changes,Used_Breaking_Changes,Binary_Compatibility_Rate,Source_Compatibility_Rate,Transitive_Changes,Usage_Rate
casid__jte_jte-runtime-cp-test,85,0,0.2235294117647059,0.0,85,0.0
casid__jte_jte-runtime-cp-test-models,85,0,0.2235294117647059,0.0,85,0.0
casid__jte_jte-runtime-test,85,0,0.2235294117647059,0.0,85,0.0
casid__jte_jte-runtime-test-kotlin,108,0,0.2037037037037037,0.0,108,0.0
casid__jte_jte-spring-boot-starter-2,86,0,0.22093023255813954,0.0,86,0.0
casid__jte_jte-spring-boot-starter-3,158,0,0.13924050632911392,0.0,158,0.0
casid__jte_jte-watcher,88,1,0.22727272727272727,0.0,86,1.1363636363636365
centic9__jgit-cookbook_centic9__jgit-cookbook,11,0,0.0,0.0,2,0.0
chillzhuang__blade-tool_blade-core-boot,72,0,0.125,0.0,72,0.0
chillzhuang__blade-tool_blade-core-cloud,92,0,0.043478260869565216,0.0,92,0.0
chillzhuang__blade-tool_blade-core-launch,101,0,0.04950495049504951,0.0,101,0.0
chillzhuang__blade-tool_blade-core-secure,58,0,0.15517241379310345,0.0,57,0.0
chillzhuang__blade-tool_blade-core-test,46,0,0.043478260869565216,0.0,46,0.0
chillzhuang__blade-tool_blade-starter-api-crypto,46,0,0.043478260869565216,0.0,46,0.0
chillzhuang__blade-tool_blade-starter-cache,46,0,0.043478260869565216,0.0,46,0.0
chillzhuang__blade-tool_blade-starter-datascope,57,0,0.15789473684210525,0.0,57,0.0
chillzhuang__blade-tool_blade-starter-develop,48,0,0.041666666666666664,0.0,47,0.0
chillzhuang__blade-tool_blade-starter-excel,57,0,0.19298245614035087,0.0,47,0.0
chillzhuang__blade-tool_blade-starter-loadbalancer,46,0,0.043478260869565216,0.0,46,0.0
chillzhuang__blade-tool_blade-starter-log,47,0,0.0425531914893617,0.0,47,0.0
chillzhuang__blade-tool_blade-starter-mybatis,144,0,0.0763888888888889,0.0,130,0.0
chillzhuang__blade-tool_blade-starter-oss,56,0,0.16071428571428573,0.0,46,0.0
chillzhuang__blade-tool_blade-starter-redis,46,0,0.043478260869565216,0.0,46,0.0
chillzhuang__blade-tool_blade-starter-report,46,0,0.043478260869565216,0.0,46,0.0
chillzhuang__blade-tool_blade-starter-social,46,0,0.043478260869565216,0.0,46,0.0
chillzhuang__blade-tool_blade-starter-swagger,46,0,0.043478260869565216,0.0,46,0.0
chillzhuang__blade-tool_blade-starter-tenant,46,0,0.043478260869565216,0.0,46,0.0
chillzhuang__blade-tool_blade-starter-transaction,46,0,0.043478260869565216,0.0,46,0.0
code4craft__webmagic_webmagic-core,391,0,0.35805626598465473,0.0,245,0.0
code4craft__webmagic_webmagic-extension,186,0,0.1989247311827957,0.0,105,0.0
code4craft__webmagic_webmagic-samples,521,0,0.10556621880998081,0.0,175,0.0
code4craft__webmagic_webmagic-saxon,550,0,0.06909090909090909,0.0,105,0.0
code4craft__webmagic_webmagic-scripts,203,0,0.18719211822660098,0.0,105,0.0
code4craft__webmagic_webmagic-selenium,524,0,0.07251908396946564,0.0,451,0.0
codecentric__chaos-monkey-spring-boot_chaos-monkey-spring-boot,156,0,0.038461538461538464,0.0,54,0.0
commonmark__commonmark-java_commonmark-test-util,1,0,0.0,0.0,1,0.0
confluentinc__ksql_ksqldb-api-client,3497,39,0.03574492422076065,0.0,607,1.1152416356877324
confluentinc__ksql_ksqldb-benchmark,212,0,0.23113207547169812,0.0,137,0.0
confluentinc__ksql_ksqldb-cli,4313,5,0.05286343612334802,0.0,4008,0.1159285879897983
confluentinc__ksql_ksqldb-engine-common,53,0,0.16981132075471697,0.0,21,0.0
confluentinc__ksql_ksqldb-examples,1457,2,0.008236101578586136,0.0,1425,0.13726835964310227
confluentinc__ksql_ksqldb-functional-tests,1524,1,0.03871391076115486,0.0,1447,0.06561679790026247
confluentinc__ksql_ksqldb-metastore,53,0,0.16981132075471697,0.0,21,0.0
confluentinc__ksql_ksqldb-parser,195,1,0.21025641025641026,0.0,109,0.5128205128205128
confluentinc__ksql_ksqldb-rest-client,2705,33,0.046580406654343806,0.0,2545,1.21996303142329
confluentinc__ksql_ksqldb-rest-model,273,0,0.047619047619047616,0.0,171,0.0
confluentinc__ksql_ksqldb-rocksdb-config-setter,67,1,0.19402985074626866,0.0,21,1.4925373134328357
confluentinc__ksql_ksqldb-serde,54,1,0.18518518518518517,0.0,21,1.8518518518518516
confluentinc__ksql_ksqldb-stream-lib,1097,0,0.37739288969917956,0.0,21,0.0
confluentinc__ksql_ksqldb-test-util,53,0,0.16981132075471697,0.0,21,0.0
confluentinc__ksql_ksqldb-testing-tool,77,0,0.16883116883116883,0.0,21,0.0
confluentinc__ksql_ksqldb-tools,76,1,0.15789473684210525,0.0,21,1.3157894736842104
confluentinc__ksql_ksqldb-udf,60,0,0.21666666666666667,0.0,21,0.0
confluentinc__ksql_ksqldb-version-metrics-client,274,0,0.0948905109489051,0.0,171,0.0
confluentinc__ksql_udf-example,4136,0,0.02127659574468085,0.0,4136,0.0
confluentinc__ksql_udf-example-2,4136,0,0.02127659574468085,0.0,4136,0.0
confluentinc__ksql_udf-failing-tests,4136,0,0.02127659574468085,0.0,4136,0.0
confluentinc__ksql_udf-isolated,4136,0,0.02127659574468085,0.0,4136,0.0
continew-org__continew-admin_continew-common,232,0,0.2974137931034483,0.0,182,0.0
continew-org__continew-admin_continew-extension-schedule-server,1034,0,0.02127659574468085,0.0,1032,0.0
continew-org__continew-admin_continew-plugin-schedule,565,0,0.01592920353982301,0.0,214,0.0
continew-org__continew-admin_continew-server,77,0,0.12987012987012986,0.0,77,0.0
cosen1024__community_cosen1024__community,21236,7,0.08956488980975702,0.0,20856,0.03296289320022603
crawler-commons__crawler-commons_crawler-commons__crawler-commons,50,0,0.0,0.0,0,0.0
crossoverJie__cim_cim-client,728,0,0.10851648351648352,0.0,687,0.0
crossoverJie__cim_cim-client-sdk,106,0,0.20754716981132076,0.0,106,0.0
crossoverJie__cim_cim-common,1166,0,0.07461406518010291,0.0,1124,0.0
crossoverJie__cim_cim-forward-route,1224,0,0.30800653594771243,0.0,1220,0.0
crossoverJie__cim_cim-integration-test,230,0,0.16521739130434782,0.0,230,0.0
crossoverJie__cim_cim-persistence-api,650,0,0.4969230769230769,0.0,650,0.0
crossoverJie__cim_cim-persistence-mysql,511,0,0.09784735812133072,0.0,511,0.0
crossoverJie__cim_cim-persistence-redis,201,0,0.08955223880597014,0.0,201,0.0
crossoverJie__cim_cim-rout-api,256,0,0.0546875,0.0,256,0.0
crossoverJie__cim_cim-server,702,0,0.10683760683760683,0.0,664,0.0
crossoverJie__cim_cim-server-api,256,0,0.0546875,0.0,256,0.0
cucumber__cucumber-jvm_calculator-java-cli,263,0,0.053231939163498096,0.0,70,0.0
cucumber__cucumber-jvm_calculator-java-junit4,263,0,0.053231939163498096,0.0,70,0.0
cucumber__cucumber-jvm_calculator-java-junit5,265,0,0.052830188679245285,0.0,72,0.0
cucumber__cucumber-jvm_cucumber-cdi2,2101,32,0.03331746787244169,0.0,2070,1.5230842455973346
cucumber__cucumber-jvm_cucumber-deltaspike,2101,7,0.03331746787244169,0.0,2070,0.333174678724417
cucumber__cucumber-jvm_cucumber-guice,15,0,0.0,0.0,15,0.0
cucumber__cucumber-jvm_cucumber-jakarta-cdi,191,0,0.09947643979057591,0.0,189,0.0
cucumber__cucumber-jvm_cucumber-java,113,0,0.0,0.0,52,0.0
cucumber__cucumber-jvm_cucumber-java8,15,0,0.0,0.0,15,0.0
cucumber__cucumber-jvm_cucumber-junit,15,0,0.0,0.0,15,0.0
cucumber__cucumber-jvm_cucumber-spring,15,0,0.0,0.0,15,0.0
cucumber__cucumber-jvm_datatable,113,0,0.0,0.0,52,0.0
cucumber__cucumber-jvm_docstring,98,0,0.0,0.0,37,0.0
cucumber__cucumber-jvm_spring-java-junit5,59,0,0.03389830508474576,0.0,59,0.0
cucumber__cucumber-jvm_wicket-main,3,0,0.0,0.0,3,0.0
damianszczepanik__cucumber-reporting_damianszczepanik__cucumber-reporting,333,0,0.04504504504504504,0.0,193,0.0
daoshenzzg__socket-mqtt_daoshenzzg__socket-mqtt,205,0,0.2048780487804878,0.0,0,0.0
darrachequesne__spring-data-jpa-datatables_darrachequesne__spring-data-jpa-datatables,235,0,0.04680851063829787,0.0,124,0.0
dasniko__testcontainers-keycloak_dasniko__testcontainers-keycloak,250,0,0.02,0.0,154,0.0
databricks__learning-spark_databricks__learning-spark,66456,33,0.03683640303358613,0.0,47585,0.049656915854098954
davidmoten__rtree_davidmoten__rtree,1,0,1.0,0.0,0,0.0
dependency-check__dependency-check-sonar-plugin_module3,26,0,0.9615384615384616,0.0,0,0.0
dependency-check__dependency-check-sonar-plugin_single-module-maven,26,0,0.9615384615384616,0.0,0,0.0
dependency-check__dependency-check-sonar-plugin_sonar-dependency-check-plugin,203,0,0.009852216748768473,0.0,137,0.0
dflib__dflib_dflib-avro,74,0,0.17567567567567569,0.0,18,0.0
dflib__dflib_dflib-csv,75,0,0.18666666666666668,0.0,19,0.0
dflib__dflib_dflib-echarts,76,0,0.19736842105263158,0.0,18,0.0
dflib__dflib_dflib-excel,86,0,0.29069767441860467,0.0,20,0.0
dflib__dflib_dflib-json,771,0,0.08041504539559015,0.0,406,0.0
dflib__dflib_dflib-junit5,74,0,0.17567567567567569,0.0,18,0.0
dflib__dflib_dflib-jupyter,74,0,0.17567567567567569,0.0,18,0.0
dflib__dflib_dflib-parquet,144,0,0.2013888888888889,0.0,88,0.0
dibo-software__diboot_diboot-ai-starter,49,0,0.04081632653061224,0.0,49,0.0
dibo-software__diboot_diboot-core-starter,177,2,0.022598870056497175,0.0,177,1.1299435028248588
dibo-software__diboot_diboot-file-starter,12,0,1.0,0.0,2,0.0
dibo-software__diboot_rest-api-example,2,0,0.0,0.0,0,0.0
digitalpetri__modbus_modbus-tcp,1509,7,0.1073558648111332,0.0,562,0.46388336646785955
doubleDimple__oci-start_oci-common,479,0,0.29227557411273486,0.0,116,0.0
doubleDimple__oci-start_oci-server,598,8,0.342809364548495,0.0,123,1.3377926421404682
dromara__Jinx_dromara__Jinx,134,0,0.09701492537313433,0.0,123,0.0
dromara__Jpom_agent,16,1,0.625,0.0,8,6.25
dromara__Jpom_agent-transport-common,1347,0,0.007423904974016332,0.0,0,0.0
dromara__Jpom_agent-transport-http,1347,0,0.007423904974016332,0.0,3,0.0
dromara__Jpom_common,1410,3,0.019148936170212766,0.0,32,0.2127659574468085
dromara__Jpom_docker-cli,90,0,0.022222222222222223,0.0,90,0.0
dromara__Jpom_encrypt,3,0,0.0,0.0,3,0.0
dromara__Jpom_git-clone,1786,0,0.002799552071668533,0.0,0,0.0
dromara__Jpom_ssh-jsch,1786,0,0.002799552071668533,0.0,0,0.0
dromara__Jpom_storage-module-common,3,0,0.0,0.0,3,0.0
dromara__Jpom_storage-module-mariadb,668,0,0.625748502994012,0.0,406,0.0
dromara__Jpom_svn-clone,722,0,0.05263157894736842,0.0,692,0.0
dromara__RuoYi-Vue-Plus_ruoyi-admin,193,0,0.08290155440414508,0.0,193,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-core,37,0,0.16216216216216217,0.0,34,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-doc,673,0,0.06537890044576523,0.0,610,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-encrypt,1438,1,0.002086230876216968,0.0,16,0.06954102920723226
dromara__RuoYi-Vue-Plus_ruoyi-common-excel,11,1,0.8181818181818182,0.0,1,9.090909090909092
dromara__RuoYi-Vue-Plus_ruoyi-common-idempotent,1,0,0.0,0.0,1,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-job,351,0,0.005698005698005698,0.0,0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-json,303,0,0.039603960396039604,0.0,193,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-mybatis,97,1,0.09278350515463918,0.0,97,1.0309278350515463
dromara__RuoYi-Vue-Plus_ruoyi-common-oss,763,0,0.30013106159895153,0.0,600,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-redis,208,2,0.038461538461538464,0.0,197,0.9615384615384616
dromara__RuoYi-Vue-Plus_ruoyi-common-satoken,10,0,0.0,0.0,0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-web,264,0,0.06060606060606061,0.0,264,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-websocket,111,0,0.05405405405405406,0.0,111,0.0
dromara__RuoYi-Vue-Plus_ruoyi-generator,171,0,0.08187134502923976,0.0,12,0.0
dromara__RuoYi-Vue-Plus_ruoyi-monitor-admin,465,1,0.05806451612903226,0.0,465,0.21505376344086022
dromara__RuoYi-Vue-Plus_ruoyi-snailjob-server,1332,0,0.09084084084084085,0.0,1177,0.0
dromara__RuoYi-Vue-Plus_ruoyi-workflow,349,2,0.02865329512893983,0.0,329,0.5730659025787965
dromara__dante-cloud_authentication-spring-boot-starter,124,0,0.08064516129032258,0.0,124,0.0
dromara__dante-cloud_dante-cloud-bpmn-logic,100,0,0.11,0.0,100,0.0
dromara__dante-cloud_dante-cloud-gateway,119,0,0.058823529411764705,0.0,119,0.0
dromara__dante-cloud_dante-cloud-message,2,0,1.0,0.0,2,0.0
dromara__dante-cloud_dante-cloud-monitor,92,0,0.05434782608695652,0.0,92,0.0
dromara__dante-cloud_dante-cloud-oss-ability,674,0,0.013353115727002967,0.0,671,0.0
dromara__dante-cloud_dante-module-common,1,0,1.0,0.0,1,0.0
dromara__dante-cloud_dante-module-metadata,1296,0,0.008487654320987654,0.0,1296,0.0
dromara__dante-cloud_dante-module-social,2360,0,0.000847457627118644,0.0,2360,0.0
dromara__dante-cloud_dante-module-strategy,1,0,1.0,0.0,1,0.0
dromara__dante-cloud_dante-monomer-autoconfigure,676,0,0.016272189349112426,0.0,673,0.0
dromara__dante-cloud_facility-spring-boot-starter,5,0,0.4,0.0,5,0.0
dromara__dante-cloud_service-spring-boot-starter,116,0,0.08620689655172414,0.0,116,0.0
dromara__forest_example-chatgpt,1015,0,0.07586206896551724,0.0,1015,0.0
dromara__forest_example-deepseek,1013,0,0.07601184600197433,0.0,1013,0.0
dromara__forest_example-springboot,373,0,0.7882037533512064,0.0,373,0.0
dromara__forest_example-springboot3,1031,0,0.07953443258971872,0.0,1029,0.0
dromara__forest_forest-jakarta-xml,1040,0,0.0125,0.0,1040,0.0
dromara__forest_forest-jaxb,1018,0,0.011787819253438114,0.0,1009,0.0
dromara__forest_forest-mock,1010,0,0.01287128712871287,0.0,1009,0.0
dromara__forest_forest-solon-plugin,1793,2,0.07752370329057445,0.0,1490,0.11154489682097045
dromara__forest_forest-spring,1048,0,0.020038167938931296,0.0,1033,0.0
dromara__forest_forest-spring-boot-starter,1258,0,0.02384737678855326,0.0,1075,0.0
dromara__forest_forest-spring-boot-test,1243,0,0.02413515687851971,0.0,1075,0.0
dromara__forest_forest-spring-boot3-starter,1577,0,0.033608116677235254,0.0,1382,0.0
dromara__forest_forest-spring-boot3-test,1567,0,0.03382259093809828,0.0,1382,0.0
dromara__mica-mqtt_mica-mqtt-client,119,8,0.18487394957983194,0.0,22,6.722689075630252
dromara__mica-mqtt_mica-mqtt-client-jfinal-plugin,150,5,0.21333333333333335,0.0,30,3.3333333333333335
dromara__mica-mqtt_mica-mqtt-client-solon-plugin,182,8,0.12637362637362637,0.0,143,4.395604395604396
dromara__mica-mqtt_mica-mqtt-client-solon-plugin-example,134,0,0.05970149253731343,0.0,134,0.0
dromara__mica-mqtt_mica-mqtt-client-spring-boot-starter,40,6,0.275,0.0,9,15.0
dromara__mica-mqtt_mica-mqtt-codec,111,0,0.1891891891891892,0.0,22,0.0
dromara__mica-mqtt_mica-mqtt-common,111,0,0.1891891891891892,0.0,22,0.0
dromara__mica-mqtt_mica-mqtt-example,83,5,0.27710843373493976,0.0,18,6.024096385542169
dromara__mica-mqtt_mica-mqtt-server,120,5,0.18333333333333332,0.0,23,4.166666666666666
dromara__mica-mqtt_mica-mqtt-server-jfinal-plugin,150,0,0.22,0.0,30,0.0
dromara__mica-mqtt_mica-mqtt-server-solon-plugin,440,5,0.16590909090909092,0.0,376,1.1363636363636365
dromara__mica-mqtt_mica-mqtt-server-solon-plugin-example,361,0,0.0886426592797784,0.0,295,0.0
dromara__mica-mqtt_mica-mqtt-server-spring-boot-example,91,0,0.17582417582417584,0.0,25,0.0
dromara__mica-mqtt_mica-mqtt-server-spring-boot-starter,288,1,0.19791666666666666,0.0,232,0.3472222222222222
dromara__orion-visor_orion-visor-common,180,0,0.42777777777777776,0.0,84,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-biz-operator-log,2,0,0.0,0.0,2,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-datasource,1193,0,0.04945515507124895,0.0,1128,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-desensitize,2,0,0.0,0.0,2,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-job,117,0,0.0,0.0,116,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-log,83,0,0.6987951807228916,0.0,82,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-mybatis,2227,23,0.08845981140547822,0.0,1995,1.03277952402335
dromara__orion-visor_orion-visor-spring-boot-starter-redis,1562,0,0.07298335467349552,0.0,1527,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-security,2,0,0.0,0.0,2,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-swagger,83,0,0.6987951807228916,0.0,82,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-test,35,0,0.0,0.0,0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-web,85,0,0.6823529411764706,0.0,84,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-websocket,2,0,0.0,0.0,2,0.0
dromara__warm-flow_warm-flow-mybatis-core,3,0,0.0,0.0,0,0.0
dromara__warm-flow_warm-flow-mybatis-plus-core,1041,5,0.07108549471661864,0.0,608,0.48030739673390976
dromara__warm-flow_warm-flow-mybatis-plus-sb-starter,488,0,0.014344262295081968,0.0,488,0.0
dromara__warm-flow_warm-flow-mybatis-plus-solon-plugin,120,1,0.31666666666666665,0.0,0,0.8333333333333334
dromara__warm-flow_warm-flow-mybatis-sb-starter,9,0,0.7777777777777778,0.0,9,0.0
dromara__warm-flow_warm-flow-mybatis-solon-plugin,120,1,0.31666666666666665,0.0,0,0.8333333333333334
dromara__warm-flow_warm-flow-plugin-json,1707,6,0.056239015817223195,0.0,97,0.35149384885764495
dromara__warm-flow_warm-flow-plugin-modes-solon,120,1,0.31666666666666665,0.0,0,0.8333333333333334
dromara__warm-flow_warm-flow-plugin-ui-solon-web,646,4,0.11764705882352941,0.0,240,0.6191950464396285
ebourg__jsign_jsign-ant,137,0,0.5547445255474452,0.0,4,0.0
ebourg__jsign_jsign-cli,13,0,0.5384615384615384,0.0,5,0.0
ebourg__jsign_jsign-core,30,0,0.5,0.0,2,0.0
ebourg__jsign_jsign-crypto,318,12,0.050314465408805034,0.0,0,3.7735849056603774
ebourg__jsign_jsign-gradle-plugin,28,0,0.21428571428571427,0.0,0,0.0
ebourg__jsign_jsign-maven-plugin,2541,0,0.05234159779614325,0.0,2497,0.0
eclipse-californium__californium_californium-proxy2,1,1,0.0,0.0,0,100.0
eclipse-californium__californium_cf-cli,3,0,0.0,0.0,0,0.0
eclipse-californium__californium_cf-cloud-demo-server,3,0,0.0,0.0,0,0.0
eclipse-californium__californium_cf-cluster,3,0,0.0,0.0,0,0.0
eclipse-californium__californium_cf-extplugtest-server,3,0,0.0,0.0,0,0.0
eclipse-californium__californium_element-connector-tcp-netty,66,4,0.15151515151515152,0.0,22,6.0606060606060606
eclipse-collections__eclipse-collections-kata_jackson-kata,220,0,0.01818181818181818,0.0,150,0.0
eclipse-collections__eclipse-collections-kata_jackson-kata-solutions,220,0,0.01818181818181818,0.0,150,0.0
eclipse-collections__eclipse-collections_jmh-tests,1098,0,0.040983606557377046,0.0,0,0.0
eclipse-milo__milo_codec-json,43,0,0.13953488372093023,0.0,2,0.0
eclipse-milo__milo_dtd-core,46,0,0.13043478260869565,0.0,2,0.0
eclipse-milo__milo_dtd-reader,43,0,0.13953488372093023,0.0,2,0.0
eclipse-milo__milo_encoding-json,46,0,0.13043478260869565,0.0,2,0.0
eclipse-milo__milo_encoding-xml,43,0,0.13953488372093023,0.0,2,0.0
eclipse-milo__milo_transport,47,0,0.1276595744680851,0.0,6,0.0
eclipse-milo__milo_transport-https,109,2,0.14678899082568808,0.0,68,1.834862385321101
eclipse-milo__milo_transport-websocket,109,3,0.14678899082568808,0.0,68,2.7522935779816518
eclipse-vertx__vertx-sql-client_vertx-pg-client,181,0,0.2983425414364641,0.0,120,0.0
eclipse-vertx__vertx-sql-client_vertx-sql-client-templates,304,0,0.039473684210526314,0.0,193,0.0
egzosn__pay-spring-boot-starter-parent_pay-spring-boot-starter-demo,842,0,0.19358669833729217,0.0,842,0.0
eiiches__jackson-jq_jackson-jq,200,0,0.0,0.0,135,0.0
elunez__eladmin_eladmin-common,2411,4,0.07299875570302779,0.0,797,0.16590626296142677
elunez__eladmin_eladmin-generator,2411,0,0.07299875570302779,0.0,797,0.0
elunez__eladmin_eladmin-logging,2411,1,0.07299875570302779,0.0,797,0.04147656574035669
elunez__eladmin_eladmin-tools,10270,0,0.022395326192794548,0.0,896,0.0
erupts__erupt_erupt-ai,171,0,0.08187134502923976,0.0,12,0.0
erupts__erupt_erupt-cloud-node,9,0,0.0,0.0,9,0.0
erupts__erupt_erupt-cloud-server,9,0,0.0,0.0,9,0.0
erupts__erupt_erupt-core,45,0,0.35555555555555557,0.0,0,0.0
erupts__erupt_erupt-elasticsearch,1111,0,0.3132313231323132,0.0,1111,0.0
erupts__erupt_erupt-excel,1711,2,0.10987726475745178,0.0,1690,0.11689070718877849
erupts__erupt_erupt-monitor,2,0,1.0,0.0,2,0.0
erupts__erupt_erupt-tpl,172,0,0.08139534883720931,0.0,13,0.0
eyesmoons__lacus_lacus-admin,4359,1,0.16494608855242027,0.0,4215,0.022941041523285157
eyesmoons__lacus_lacus-common,8166,11,0.1535635562086701,0.0,6034,0.13470487386725447
eyesmoons__lacus_lacus-core,5586,11,0.1451843895452918,0.0,5224,0.19692087361260296
eyesmoons__lacus_lacus-dao,5277,4,0.14781125639567935,0.0,5075,0.07580064430547659
eyesmoons__lacus_lacus-datasource-plugin,5393,1,0.1503801223808641,0.0,4224,0.018542555164101613
eyesmoons__lacus_lacus-domain,4359,4,0.16494608855242027,0.0,4215,0.09176416609314063
eyesmoons__lacus_lacus-flink-sql-app,8638,5,0.24866867330400555,0.0,7422,0.057883769391062746
eyesmoons__lacus_lacus-one-api-app,2388,7,0.08793969849246232,0.0,1110,0.2931323283082077
eyesmoons__lacus_lacus-rtc-engine,13931,27,0.25253032804536646,0.0,12235,0.19381236092168544
eyesmoons__lacus_lacus-service,4490,3,0.16124721603563474,0.0,4346,0.06681514476614699
eyesmoons__lacus_lacus-spark-sql-app,884,0,0.006787330316742082,0.0,725,0.0
ezylang__EvalEx_ezylang__EvalEx,85,0,0.2235294117647059,0.0,20,0.0
fabric8io__docker-maven-plugin_app,566,0,0.27208480565371024,0.0,566,0.0
fabric8io__docker-maven-plugin_dockerfile,48,0,1.0,0.0,0,0.0
fabric8io__docker-maven-plugin_dockerfile-base-as-arg,24,0,1.0,0.0,0,0.0
fabric8io__docker-maven-plugin_helloworld,2,0,0.0,0.0,0,0.0
fabric8io__docker-maven-plugin_multi-assembly,1712,0,0.1939252336448598,0.0,1694,0.0
fabric8io__docker-maven-plugin_spring-boot-with-jib,32,0,0.34375,0.0,14,0.0
facebook__facebook-java-business-sdk_examples,51,0,0.0196078431372549,0.0,0,0.0
fayechenlong__plumelog_plumelog-client-core,3253,1,0.017522287119581925,0.0,63,0.03074085459575776
fayechenlong__plumelog_plumelog-client-log4j,5,0,0.2,0.0,0,0.0
fayechenlong__plumelog_plumelog-client-log4j-kafka,610,4,0.1377049180327869,0.0,21,0.6557377049180327
fayechenlong__plumelog_plumelog-client-log4j-redis,140,1,0.9214285714285714,0.0,0,0.7142857142857143
fayechenlong__plumelog_plumelog-core,5403,28,0.1286322413473996,0.0,100,0.518230612622617
fayechenlong__plumelog_plumelog-demo,3883,0,0.16997167138810199,0.0,3881,0.0
fayechenlong__plumelog_plumelog-dubbo,9612,2,0.08260507698709946,0.0,8417,0.020807324178110695
fayechenlong__plumelog_plumelog-dubbo-demo,2638,0,0.1315390447308567,0.0,2636,0.0
fayechenlong__plumelog_plumelog-http,30,0,0.0,0.0,0,0.0
fayechenlong__plumelog_plumelog-http-demo,839,0,0.19189511323003575,0.0,839,0.0
fayechenlong__plumelog_plumelog-lite,1858,0,0.13509149623250807,0.0,1505,0.0
fayechenlong__plumelog_plumelog-log4j,44,0,0.0,0.0,0,0.0
fayechenlong__plumelog_plumelog-log4j2,6,0,0.0,0.0,0,0.0
fayechenlong__plumelog_plumelog-logback,618,0,0.059870550161812294,0.0,265,0.0
fayechenlong__plumelog_plumelog-lucene,861,0,0.22996515679442509,0.0,861,0.0
fayechenlong__plumelog_plumelog-server,3753,0,0.25046629363176126,0.0,3203,0.0
fayechenlong__plumelog_plumelog-trace,393,0,0.04580152671755725,0.0,393,0.0
fayechenlong__plumelog_spring-boot-admin,2595,0,0.15645472061657031,0.0,2595,0.0
fizzed__rocker_rocker-compiler,54,1,0.037037037037037035,0.0,0,1.8518518518518516
fizzed__rocker_rocker-maven-plugin,1467,1,0.12065439672801637,0.0,1301,0.0681663258350375
fizzgate__fizz-gateway-node_fizz-common,2492,22,0.11115569823434993,0.0,2167,0.8828250401284109
fizzgate__fizz-gateway-node_fizz-plugin,17019,48,0.10312004230565838,0.0,15734,0.28203772254539045
forge__roaster_impl,76,0,0.2236842105263158,0.0,68,0.0
freeok__so-novel_freeok__so-novel,930,1,0.053763440860215055,0.0,825,0.10752688172043011
gaul__s3proxy_gaul__s3proxy,977,0,0.10747185261003071,0.0,509,0.0
google__TestParameterInjector_junit4,249,0,0.07630522088353414,0.0,224,0.0
google__TestParameterInjector_junit5,502,0,0.13346613545816732,0.0,376,0.0
google__adk-java_dev,392,0,0.07142857142857142,0.0,392,0.0
google__adk-java_langchain4j,521,1,0.2763915547024952,0.0,258,0.19193857965451055
google__adk-java_maven_plugin,352,0,0.09090909090909091,0.0,344,0.0
google__compile-testing_google__compile-testing,8,0,0.0,0.0,4,0.0
google__gson_extras,4,0,0.0,0.0,0,0.0
google__gson_metrics,98,0,0.0,0.0,37,0.0
google__gson_proto,8,0,0.5,0.0,0,0.0
google__gson_test-jpms,4,0,0.0,0.0,0,0.0
google__gson_test-shrinker,4,0,0.0,0.0,0,0.0
google__jimfs_jimfs,4,0,0.0,0.0,0,0.0
google__truth_proto,4,0,1.0,0.0,0,0.0
googleads__googleads-java-lib_ads_lib,2863,5,0.05728257073000349,0.0,2796,0.17464198393293748
googleads__googleads-java-lib_ads_lib_axis,370,0,0.14324324324324325,0.0,46,0.0
googleapis__google-http-java-client_google-http-client-apache-v5,30,0,0.0,0.0,18,0.0
googleapis__google-http-java-client_google-http-client-gson,17,0,0.0,0.0,0,0.0
googleapis__google-http-java-client_google-http-client-jackson2,35,0,0.0,0.0,0,0.0
googleapis__google-http-java-client_google-http-client-protobuf,126,0,1.0,0.0,0,0.0
googleapis__google-http-java-client_snippets,49,0,0.22448979591836735,0.0,44,0.0
graphhopper__graphhopper_reader-gtfs,4,0,1.0,0.0,0,0.0
graphhopper__graphhopper_tools,157,0,0.10191082802547771,0.0,51,0.0
graphhopper__graphhopper_web-api,230,2,0.0,0.0,135,0.8695652173913043
greenmail-mail-test__greenmail_greenmail-standalone,267,0,0.23595505617977527,0.0,263,0.0
